,CountryID,Country,League,Season,Club,ClubID,Squad,avgAge,Foreigners,avgMarketValue,totalMarketValue,Stadium,StadiumCap,Club_income,Club_expenditure,Club_OverallBalance,Coach,Club_victories,Players,Rank
297,75,Italy,Serie A,2016,Genoa CFC,252,44,25.8,23,€2.46m,€108.18m,Luigi Ferraris,34.901 Seats,€50.30m,€27.20m,+€23.10m,Ivan Juric;Andrea Mandorlini,,Mattia Perin;Eugenio Lamanna;Lukas Zima;Diego Faccioli;Rubinho;Armando Izzo;Ezequiel Muñoz;Lucas Orbán;Davide Biraschi;Santiago Gentiletti;Nicolás Burdisso;Alex Coppola;Diego Laxalt;Andrea Beghetto;Davide Brivio;Francesco Renzetti;Giovanni Marchese;Aleandro Rosi;Riccardo Fiamozzi;Issa Cissokho;Massimo Tazzer;Tomás Rincón;Danilo Cataldi;Miguel Veloso;Isaac Cofie;Oscar Hiljemark;Edenilson;Luca Rigoni;Olivier Ntcham;Adel Taarabt;Alessandro Quaini;Darko Lazovic;Nikola Ninkovic;Lucas Ocampos;Raffaele Palladino;Serge Gakpé;Luca Zanimacchia;Leonardo Morosini;Goran Pandev;Leonardo Pavoletti;Giovanni Simeone;Pietro Pellegri;Mauricio Pinilla;Raúl Asencio,16.0
298,75,Italy,Serie A,2016,Udinese Calcio,410,44,24.5,34,€2.32m,€101.95m,Dacia Arena,25.144 Seats,€32.23m,€26.50m,+€5.73m,Luigi Delneri;Giuseppe Iachini,,Orestis Karnezis;Simone Scuffet;Samuele Perisan;Davide Borsellini;Luca Scordino;Samir Caetano;Thomas Heurtaux;Danilo;Molla Wagué;Gabriele Angella;Felipe;Yrondu Musavu-King;Igor Bubnjic;Filip Vasko;Alberto Parpinel;Gabriel Silva;Ali Adnan;Pablo Armero;Silvan Widmer;Davide Faraoni;Francesco Lodi;Edoardo Bovolon;Seko Fofana;Emmanuel Badu;Sven Kums;Rodrigo de Paul;Andrija Balic;Edenilson;Lucas Evangelista;Emil Hallfredsson;Panagiotis Kone;Alassane Traoré;Luca Magnino;Jakub Jankto;Panagiotis Armenakas;Adalberto Peñaranda;Franck Djoulou;Ryder Matos;Cyril Théréau;Duván Zapata;Stipe Perica;Ewandro Costa;Hamdi Harbaoui;Mathias Ranégie,13.0
299,75,Italy,Serie A,2016,Bologna FC 1909,1025,48,24.7,22,€1.98m,€95.00m,Stadio Renato Dall’Ara,36.462 Seats,€16.98m,€31.30m,€-14.32m,Roberto Donadoni,,Antonio Mirante;Alfred Gomis;Angelo da Costa;Federico Ravaglia;Mouhamadou Sarr;Emanuele Monari;Luca Rossettini;Marios Oikonomou;Filip Helander;Alex Ferrari;Daniele Gastaldello;Nicolò Cherubin;Domenico Maietta;Deian Boldor;Fabrizio Brignani;Alessandro Bianconi;Adam Masina;Archimede Morleo;Gianluca Frabotta;Ibrahima Mbaye;Emil Krafth;Vasilios Torosidis;Luca Ceccarelli;Amadou Diawara;Federico Viviani;Ádám Nagy;Lorenzo Crisetig;Erick Pulgar;Saphir Taïder;Godfred Donsah;Blerim Dzemaili;Luca Rizzo;Juan Valencia;Mattia Cozzari;Vincenzo Silvestro;Giordano Trovade;Ladislav Krejci;Simone Verdi;Franco Brienza;Federico Di Francesco;Anthony Mounier;Orji Okwonkwo;Aaron Mattia Tabacchi;Mattia Destro;Umar Sadiq;Bruno Petkovic;Sergio Floccari;Robert Acquafresca,15.0
300,75,Italy,Serie A,2016,Cagliari Calcio,1390,46,24.7,17,€1.33m,€61.08m,Unipol Domus,16.416 Seats,€11.62m,€9.72m,+€1.90m,Massimo Rastelli,,Gabriel;Rafael;Marco Storari;Luca Crosta;Roberto Colombo;Mirko Bizzi;Riccardo Daga;Luca Ceppitelli;Luka Krajnc;Bartosz Salamon;Fabio Pisacane;Bruno Alves;Marco Capuano;Vasco Oliveira;Ilya Bryukhov;Matias Antonini;Andrea Cadili;Matteo Volteggi;Nicola Murru;Senna Miangue;Marko Pajac;Mauricio Isla;Luca Bittante;Andrea Mastino;Panagiotis Tachtsidis;Nicolò Barella;Artur Ionita;Paolo Faragò;Daniele Dessena;Alessandro Deiola;Simone Padoin;Gianni Munari;Nicholas Pennington;Riccardo Taccori;Davide Di Gennaro;Roberto Biancu;Diego Farias;Federico Serra;Víctor Ibarbo;João Pedro;Marco Sau;Federico Melchiorri;Niccolò Giannetti;Marco Borriello;Kwang-song Han;Davide Arras,11.0
301,75,Italy,Serie A,2016,Empoli FC ,749,42,24.5,17,€1.32m,€55.45m,Carlo Castellani,19.847 Seats,€15.00m,€7.00m,+€8.00m,Giovanni Martusciello,Relegated from 1st league,Lukasz Skorupski;Alberto Pelagotti;Gabriel Meli;Maurizio Pugliesi;Giuseppe Bellusci;Federico Barba;Andrea Costa;Frédéric Veseli;Uros Cosic;Elia Giampà;Alessio Zini;Federico Dimarco;Manuel Pasqual;Davide Seminara;Vincent Laurini;Luca Bittante;Marco Zambelli;Lapo Carradori;Assane Dioussé;Raffaele Maiello;Franco Signorelli;Samuele Damiani;José Mauri;Marcel Büchel;Miha Zajc;Rade Krunic;Andrés Tello;Daniele Croce;Matheus Pereira;Alberto Picchi;Davide Buglio;Riccardo Saponara;Omar El Kaddouri;Hamed Junior Traorè;Mame Thiam;Manuel Pucciarelli;Levan Mchedlidze;Guido Marilungo;Massimo Maccarone;Arnel Jakupovic;Alberto Gilardino;Roman Chanturia,18.0
302,75,Italy,Serie A,2016,Delfino Pescara 1936,2921,50,24.7,19,€962k,€48.10m,Adriatico,20.476 Seats,€22.27m,€14.29m,+€7.98m,Zdeněk Zeman;Massimo Oddo,Relegated from 1st league,Vincenzo Fiorillo;Mirko Pigliacelli;Simone Aresti;Albano Bizzarri;Gabriele Aldegani;Norbert Gyomber;Michele Fornasier;Dario Zuparic;Cesare Bovo;Andrea Coda;Guglielmo Stendardo;Hrvoje Milicevic;Hugo Campagnaro;Francesco Forte;Filippo Delli Carri;Cristiano Biraghi;Alessandro Crescenzi;Ibrahima Diallo;Francesco Zampano;Davide Vitturini;Leonardo Maloku;Bryan Cristante;Andrés Cubas;Gastón Brugman;Francesco Mele;Piermarco D'Angelo;Marco Pompetti;Ahmad Benali;Ledian Memushaj;Alberto Aquilani;Ransford Selasi;Grigoris Kastanos;Sulley Muntari;Mamadou Coulibaly;Alessandro Bruno;Valerio Verre;Alexandru Mitrita;Nazareno Battista;Robert Muric;Ferdinando Del Sole;Simone Pepe;Gianluca Caprari;Jean-Christophe Bahebeck;Alberto Cerri;Francesco Nicastro;Rey Manaj;Stefano Pettinari;Alberto Gilardino;Simone Mancini;Marco Acatullo,20.0
303,75,Italy,Serie A,2016,Chievo Verona,862,44,26.3,20,€1.04m,€45.88m,Marcantonio Bentegodi,31.045 Seats,€6.28m,€12.57m,€-6.29m,Rolando Maran,,Stefano Sorrentino;Andrea Seculin;Walter Bressan;Alessandro Confente;Filippo Pavoni;Nicolás Spolli;Dario Dainelli;Alessandro Gamberini;Bostjan Cesar;Cesare Pogliano;Edoardo Sbampato;Filippo Costa;Massimo Gobbi;Raul Oprut;Fabrizio Cacciatore;Nicolas Frey;Michele Troiani;Fabio Depaoli;Gennaro Sardo;Ivan Radovanovic;Nicola Rigoni;Perparim Hetemaj;Jonathan de Guzmán;Samuel Bastien;Mariano Izco;Filippo Damian;Yusupha Bobb;N'Diaye Djiby;Sofian Kiyine;Lucas Castro;Valter Birsa;Paul-José Mpoku;Victor;Mohamed Rabbas;Vittorio Parigini;Serge Gakpé;Emanuel Vignato;Roberto Inglese;Riccardo Meggiorini;Antonio Floro Flores;Lamin Jallow;Andrea Isufaj;Ngissah Bismark;Sergio Pellissier,14.0
304,75,Italy,Serie A,2016,US Palermo,458,39,24.4,23,€1.05m,€41.10m,"Comunale Renzo Barbera ""La Favorita""",36.365 Seats,€29.25m,€8.48m,+€20.78m,Davide Ballardini;Roberto De Zerbi;Diego López;Diego Bortoluzzi;Eugenio Corini,Relegated from 1st league,Josip Posavec;Andrea Fulignati;Leonardo Marson;Samuele Guddo;Sebastian Breza;Giancarlo González;Edoardo Goldaniga;Slobodan Rajković;Aljaz Struna;Toni Sunjic;Thiago Cionek;Sinisa Andjelkovic;Simone Giuliano;Andrea Punzi;Achraf Lazaar;Haitam Aleesami;Giuseppe Pezzella;Andrea Rispoli;Michel Morganella;Roberto Vitiello;Mato Jajalo;Ouasim Bouy;Alessandro Gazzi;Marco Toscano;Oscar Hiljemark;Bruno Henrique;Ivaylo Chochev;Gennaro Ruggiero;Alessandro Diamanti;Carlos Embalo;Aleksandar Trajkovski;Accursio Bentivegna;Francesco Bonfiglio;Roland Sallai;Simone Lo Faso;Ilija Nestorovski;Robin Quaison;Norbert Balogh;Stefan Silva,19.0
305,75,Italy,Serie A,2016,FC Crotone,4083,37,25.0,12,€992k,€36.70m,Ezio Scida,16.640 Seats,€7.75m,€5.95m,+€1.80m,Davide Nicola,,Alex Cordaz;Valentin Cojocaru;Marco Festa;Aniello Viscovo;Gian Marco Ferrari;Federico Ceccherini;Noë Dussenne;Claiton;Giuseppe Cuomo;Luca Bruno;Bruno Martella;Djamel Mesbah;Manuel Nicoletti;Aleandro Rosi;Mario Sampirisi;Lorenzo Crisetig;Andrea Barberis;Leonardo Capezzi;Marcus Rohdén;Eddy Gnahoré;Aniello Salzano;Cazim Suljic;Nicolò Fazzi;Giuseppe Zampano;Andrea Mazzarani;Andrej Kotnik;Adrian Stoian;Aleksandar Tonev;Raffaele Palladino;Pietro De Giorgio;Andrea Nalini;Maxwell Acosty;Nunzio Di Roberto;Giuseppe Borello;Diego Falcinelli;Marcello Trotta;Simy,17.0
306,75,Italy,Serie A,2017,Juventus FC,506,33,26.6,17,€19.79m,€653.15m,Allianz Stadium,41.507 Seats,€145.65m,€177.60m,€-31.95m,Massimiliano Allegri,Italian Cup winner;Italian Champion,Wojciech Szczesny;Gianluigi Buffon;Carlo Pinsoglio;Mattia Del Favero;Leonardo Loria;Medhi Benatia;Daniele Rugani;Giorgio Chiellini;Benedikt Höwedes;Andrea Barzagli;Alex Sandro;Mattia De Sciglio;Stephan Lichtsteiner;Miralem Pjanic;Blaise Matuidi;Sami Khedira;Rodrigo Bentancur;Stefano Sturaro;Claudio Marchisio;Fabrizio Caligara;Grigoris Kastanos;Simone Muratore;Leonardo Merio;Juan Cuadrado;Kwadwo Asamoah;Marko Pjaca;Douglas Costa;Federico Bernardeschi;Ferdinando Del Sole;Paulo Dybala;Gonzalo Higuaín;Mario Mandzukic;Moise Kean,1.0
307,75,Italy,Serie A,2017,SSC Napoli,6195,40,25.2,24,€12.61m,€504.25m,Stadio Diego Armando Maradona,54.726 Seats,€17.45m,€68.00m,€-50.55m,Maurizio Sarri,,Luigi Sepe;Pepe Reina;Rafael Cabral;Maurizio Schaeper;Kalidou Koulibaly;Nikola Maksimovic;Raúl Albiol;Vlad Chiriches;Lorenzo Tonelli;Giuseppe Esposito;Alberto Senese;Faouzi Ghoulam;Mário Rui;Ivan Strinic;Hrvoje Milic;Michael Scarf;Luigi D'Ignazio;Elseid Hysaj;Christian Maggio;Pio Schiavi;Jorginho;Allan;Amadou Diawara;Umberto Otranto;Marek Hamsik;Piotr Zielinski;Marko Rog;Zinédine Machach;Emanuele Giaccherini;Gianluca Gaetano;Lorenzo Insigne;Leandrinho;Raffaele Russo;José Callejón;Adam Ounas;Dries Mertens;Ciro Palmieri;Duván Zapata;Arkadiusz Milik;Leonardo Pavoletti,2.0
308,75,Italy,Serie A,2017,Inter Milan,46,34,25.9,22,€14.33m,€487.28m,Giuseppe Meazza,75.923 Seats,€79.24m,€137.63m,€-58.39m,Luciano Spalletti,,Samir Handanovic;Daniele Padelli;Marco Pissardo;Tommaso Berni;Milan Skriniar;Danilo D'Ambrosio;Miranda;Andrea Ranocchia;Lisandro López;Zinho Vanheusden;Manuel Lombardoni;Dalbert;Cristian Ansaldi;Yuto Nagatomo;Davide Santon;João Cancelo;Geoffrey Kondogbia;Marcelo Brozovic;João Mário;Matías Vecino;Roberto Gagliardini;Borja Valero;Alassane Traoré;Antonio Candreva;Ivan Perisic;Rafinha;Nicolò Zaniolo;Xian Emmers;Yann Karamoh;Mauro Icardi;Stevan Jovetic;Gabriel Barbosa;Éder;Andrea Pinamonti,4.0
309,75,Italy,Serie A,2017,AS Roma,12,47,23.7,26,€9.98m,€469.10m,Olimpico di Roma,73.261 Seats,€156.50m,€91.30m,+€65.20m,Eusebio Di Francesco,,Alisson;Lukasz Skorupski;Bogdan Lobont;Andrea Romagnoli;Emanuele Zamarion;Alessio Pagliarini;Konstantinos Manolas;Juan Jesus;Federico Fazio;Héctor Moreno;Leandro Castán;Elio Capradossi;Stefano Ciavattini;Andrea Ciofi;Emerson;Aleksandar Kolarov;Jonathan Silva;Luca Pellegrini;Lorenzo Valeau;Silvio Anocic;Alessandro Florenzi;Rick Karsdorp;Bruno Peres;Abdullahi Nura;Lirim Kastrati;Devid Eugene Bouah;Maxime Gonalons;Daniele De Rossi;Andrea Marcucci;Salvatore Pezzella;Radja Nainggolan;Kevin Strootman;Gerson;Dario Vittorio Meadows;Lorenzo Pellegrini;Rezan Corlu;Alessio Riccardi;Diego Perotti;Stephan El Shaarawy;Keba Coly;Riccardo Cappa;Cengiz Ünder;Mirko Antonucci;Edin Dzeko;Patrik Schick;Grégoire Defrel;Marco Tumminello,3.0
310,75,Italy,Serie A,2017,SS Lazio,398,44,24.8,28,€9.29m,€408.78m,Olimpico di Roma,73.261 Seats,€73.92m,€28.25m,+€45.67m,Simone Inzaghi,Italian Super Cup winner,Thomas Strakosha;Federico Marchetti;Ivan Vargic;Guido Guerrieri;Federico Cirillo;Stefan de Vrij;Wesley Hoedt;Luiz Felipe;Wallace;Bastos;Martín Cáceres;Patric;Maurício;Nicolò Armini;Mattia Petricca;Jordan Lukaku;Stefan Radu;Adam Marusic;Dusan Basta;Lucas Leiva;Alessio Miceli;Sergej Milinkovic-Savic;Luis Alberto;Alessandro Murgia;Marco Parolo;Bruno Jordão;Edoardo Rezzi;Abukar Mohamed;Senad Lulic;Luca Crecco;Davide Di Gennaro;Nani;Ricardo Kishna;Chris Ikonomidis;Felipe Anderson;Pedro Neto;Cristiano Lombardi;Lorenzo Spurio;Ciro Immobile;Keita Baldé;Felipe Caicedo;Filip Djordjevic;Simone Palombi;Brayan Perea,5.0
311,75,Italy,Serie A,2017,AC Milan,5,42,24.5,17,€9.69m,€407.05m,Giuseppe Meazza,75.923 Seats,€39.70m,€186.48m,€-146.78m,Gennaro Gattuso;Vincenzo Montella,,Gianluigi Donnarumma;Gabriel;Antonio Donnarumma;Alessandro Guarnone;Marco Storari;Matteo Soncin;Alessio Romagnoli;Leonardo Bonucci;Ricardo Rodríguez;Mateo Musacchio;Gustavo Gómez;Cristián Zapata;Gabriel Paletta;Matteo Gabbia;Jherson Vergara;Luca Antonelli;Tiago Dias;Andrea Conti;Davide Calabria;Ignazio Abate;Raoul Bellanova;Lucas Biglia;Manuel Locatelli;Riccardo Montolivo;Franck Kessié;Hakan Calhanoglu;Giacomo Bonaventura;José Sosa;José Mauri;Niccolò Zanellato;Emanuele Torrasi;Tommaso Pobega;Hachim Mastour;Fabio Borini;Nnamdi Oduamadi;Suso;Riccardo Forte;Patrick Cutrone;André Silva;Nikola Kalinic;M'Baye Niang;Frank Tsadjout,6.0
312,75,Italy,Serie A,2017,ACF Fiorentina,430,41,23.8,26,€5.79m,€237.33m,Artemio Franchi,43.147 Seats,€93.58m,€79.50m,+€14.08m,Stefano Pioli,,Marco Sportiello;Bartlomiej Dragowski;Michele Cerofolini;Federico Brancolini;Simone Ghidotti;Germán Pezzella;Nikola Milenkovic;Vitor Hugo;Nenad Tomović;Petko Hristov;Luca Ranieri;Davide Astori;Cristiano Biraghi;Maximiliano Olivera;Bruno Gaspar;Vincent Laurini;Jordan Veretout;Milan Badelj;Carlos Sánchez;Vitja Valencic;Andrés Schetino;Marco Benassi;Bryan Dabo;Sebastián Cristóforo;Riccardo Saponara;Valentin Eysseric;Matías Fernández;Ianis Hagi;Marco Meli;Federico Chiesa;Ante Rebic;Rafik Zekhnini;Riccardo Sottil;Gil Dias;Simone Lo Faso;Cyril Théréau;Giovanni Simeone;Nikola Kalinic;Khouma Babacar;Diego Falcinelli;Gabriele Gori,8.0
313,75,Italy,Serie A,2017,Atalanta BC,800,37,23.6,17,€5.62m,€207.95m,Gewiss Stadium,21.747 Seats,€78.04m,€66.59m,+€11.45m,Gian Piero Gasperini,,Etrit Berisha;Pierluigi Gollini;Francesco Rossi;Mattia Caldara;Rafael Tolói;José Luis Palomino;Andrea Masiello;Alessandro Bastoni;Gianluca Mancini;Leonardo Spinazzola;Boukary Dramé;Hans Hateboer;Timothy Castagne;Enrico Del Prato;Bryan Cristante;Marten de Roon;João Schmidt;Thomas Bolis;Remo Freuler;Jasmin Kurtic;Luca Rizzo;Matteo Pessina;Nicolas Haas;Filippo Melegoni;Andrea Colpani;Robin Gosens;Josip Ilicic;Papu Gómez;Musa Barrow;Riccardo Orsolini;Salvatore Elia;Dejan Kulusevski;Lorenzo Peli;Andrea Petagna;Andreas Cornelius;Luca Vido;Emmanuel Latte Lath,7.0
314,75,Italy,Serie A,2017,UC Sampdoria,1038,39,24.6,25,€4.88m,€190.45m,Luigi Ferraris,36.348 Seats,€71.46m,€51.00m,+€20.46m,Marco Giampaolo,,Emiliano Viviano;Vid Belec;Christian Puggioni;Titas Krapikas;Andrea Tozzo;Gergely Hutvágner;Gian Marco Ferrari;Joachim Andersen;Matías Silvestre;Daniel Pavlovic;Maxime Leverbe;Ivan Strinic;Nicola Murru;Vasco Regini;Dodô;Bartosz Bereszynski;Michal Tomic;Emanuel Ercolano;Lucas Torreira;David Ivan;Dennis Praet;Karol Linetty;Ricardo Álvarez;Jacopo Sala;Leonardo Capezzi;Édgar Barreto;Andrea Tessiore;Gastón Ramírez;Valerio Verre;Filip Djuricic;João Ricciulli;Gianluca Caprari;Ognjen Stijepovic;Patrik Schick;Duván Zapata;Dawid Kownacki;Fabio Quagliarella;Federico Bonazzoli;Ibourahima Baldé,10.0
315,75,Italy,Serie A,2017,Torino FC,416,51,23.8,24,€3.44m,€175.53m,Stadio Olimpico Grande Torino,28.177 Seats,€79.80m,€26.38m,+€53.42m,Siniša Mihajlović;Walter Mazzarri,,Salvatore Sirigu;Vanja Milinković-Savić;Salvador Ichazo;Domenico Coppola;Nicolas N'Koulou;Lyanco;Kevin Bonifazi;Luca Rossettini;Nicolás Burdisso;Emiliano Moretti;Erick Ferigra;Alessandro Buongiorno;Leonardo Rivoira;Cristian Ansaldi;Antonio Barreca;Danilo Avelar;Cristian Molinaro;Ali Samake;Davide Zappacosta;Lorenzo De Silvestri;Alessandro Fiordaliso;Filippo Gilli;Tomás Rincón;Mirko Valdifiori;Samuel Gustafson;Antonio D'Alena;Enrico Celeghin;Paolo Matera;Daniele Baselli;Joel Obi;Afriyie Acquah;Sasa Lukic;Ben Lhassine Kone;Michel Adopo;Adem Ljajić;Mattia Aramu;Álex Berenguer;Vincenzo Millico;Iago Falque;Simone Edera;Vittorio Parigini;Andrea Belotti;M'Baye Niang;Umar Sadiq;Lucas Boyé;Maxi López;Karlo Butic;Manuel De Luca;Alessandro Iacuaniello;Flavio Bianchi;Nicola Rauti,9.0
316,75,Italy,Serie A,2017,Genoa CFC,252,44,26.0,25,€3.07m,€135.13m,Luigi Ferraris,34.901 Seats,€46.72m,€14.17m,+€32.55m,Davide Ballardini;Ivan Juric,,Mattia Perin;Eugenio Lamanna;Lukas Zima;Alessio Rollandi;Armando Izzo;Ervin Zukanovic;Luca Rossettini;Davide Biraschi;Jawad El Yamiq;Nicolás Spolli;Santiago Gentiletti;Loick Landre;Diego Laxalt;Francesco Migliore;David Milinkovic;Davide Brivio;Raul Oprut;Pedro Pereira;Aleandro Rosi;Antonio Candela;Miguel Veloso;Isaac Cofie;Andrea Bertolacci;Daniel Bessa;Oscar Hiljemark;Stephane Omeonga;Adel Taarabt;Petar Brlek;Luca Rigoni;Darko Lazovic;Nikola Ninkovic;Ricardo Centurión;Raffaele Palladino;Iuri Medeiros;Federico Ricci;Thomas Rodríguez;Luca Zanimacchia;Goran Pandev;Giovanni Simeone;Pietro Pellegri;Gianluca Lapadula;Eddie Salcedo;Andrey Galabinov;Giuseppe Rossi,12.0
317,75,Italy,Serie A,2017,US Sassuolo,6574,39,25.0,7,€3.25m,€126.78m,Mapei Stadium - Città del Tricolore,21.584 Seats,€19.25m,€37.10m,€-17.85m,Cristian Bucchi;Giuseppe Iachini,,Andrea Consigli;Leonardo Marson;Gianluca Pegolo;Giacomo Satalino;Francesco Acerbi;Mauricio Lemos;Edoardo Goldaniga;Timo Letschert;Luca Antei;Martin Erlic;Manuel Ferrini;Paolo Cannavaro;Rogério;Cristian Dell'Orco;Federico Peluso;Riccardo Marchizza;Pol Lirola;Claud Adjapong;Marcello Gazzola;Luca Mazzitelli;Francesco Magnanelli;Alfred Duncan;Stefano Sensi;Francesco Cassata;Simone Missiroli;Davide Frattesi;Davide Biondini;Daniele Cipolla;Antonino Ragusa;Nicholas Pierini;Matteo Politano;Domenico Berardi;Federico Ricci;Giacomo Raspadori;Khouma Babacar;Diego Falcinelli;Pietro Iemmello;Gianluca Scamacca;Alessandro Matri,11.0
318,75,Italy,Serie A,2017,Udinese Calcio,410,46,24.0,35,€2.35m,€108.03m,Dacia Arena,25.144 Seats,€17.70m,€22.59m,€-4.89m,Luigi Delneri;Igor Tudor;Massimo Oddo,,Simone Scuffet;Orestis Karnezis;Albano Bizzarri;Davide Borsellini;Manuel Gasparini;Semuel Pizzignacco;Samir Caetano;Bram Nuytinck;Molla Wagué;Gabriele Angella;Danilo;Igor Bubnjic;Pawel Bochniewicz;Filip Vasko;Aldo Caiazza;Giuseppe Pezzella;Ali Adnan;Silvan Widmer;Jens Stryger Larsen;Francesco Zampano;Andrea Donadello;Svante Ingelsson;Valon Behrami;Simone Pontisso;Seko Fofana;Rodrigo de Paul;Andrija Balic;Emil Hallfredsson;Gaspar Iñíguez;Mak Varesanovic;Jakub Jankto;Antonin Barak;Alexis Zapata;Nicolás Garmendia;Luis Ndreu;Franck Djoulou;Aly Malle;Nabil Jaadi;Ryder Matos;Cyril Théréau;Kevin Lasagna;Riad Bajic;Stipe Perica;Rodrigo Aguirre;Ewandro Costa;Maxi López,14.0
319,75,Italy,Serie A,2017,Bologna FC 1909,1025,41,25.3,24,€2.53m,€103.55m,Stadio Renato Dall’Ara,36.462 Seats,0,€13.00m,€-13.00m,Roberto Donadoni,,Antonio Mirante;Angelo da Costa;Antonio Santurro;Federico Ravaglia;Thomas Fantoni;Lorenzo Bruzzi;Filip Helander;Simone Romagnoli;Giancarlo González;Sebastien De Maio;Domenico Maietta;Daniele Gastaldello;Fabrizio Brignani;Adam Masina;Cheick Keita;Gianluca Frabotta;Ibrahima Mbaye;Emil Krafth;Vasilios Torosidis;Erick Pulgar;Ádám Nagy;Lorenzo Crisetig;Godfred Donsah;Andrea Poli;Saphir Taïder;Blerim Dzemaili;Juan Valencia;Kingsley Michael;Ladislav Krejci;Simone Verdi;César Falletti;Federico Di Francesco;Anthony Mounier;Riccardo Orsolini;Filippo Falco;Orji Okwonkwo;Cristian Mutton;Mattia Destro;Felipe Avenatti;Bruno Petkovic;Rodrigo Palacio,15.0
320,75,Italy,Serie A,2017,Cagliari Calcio,1390,41,25.4,13,€2.40m,€98.58m,Unipol Domus,16.416 Seats,€19.88m,€31.09m,€-11.22m,Diego López;Massimo Rastelli,,Alessio Cragno;Rafael;Luca Crosta;Riccardo Daga;Niccolò Cabras;Filippo Romagna;Leandro Castán;Luca Ceppitelli;Marco Andreolli;Marco Capuano;Fabio Pisacane;Andrea Cadili;Alexander Molberg;Charalampos Lykogiannis;Senna Miangue;Mattia Pitzalis;Gregory van der Wiel;Antonio Balzano;Christ Kouadio;Luca Cigarini;Riccardo Ladinetti;Nicolò Barella;Paolo Faragò;Artur Ionita;Alessandro Deiola;Fabrizio Caligara;Daniele Dessena;Simone Padoin;Joseph Tetteh;Andrea Cossu;Diego Farias;Leonardo Pavoletti;João Pedro;Kwang-song Han;Duje Cop;Marco Sau;Federico Melchiorri;Niccolò Giannetti;Damir Ceter;Marco Borriello;Luca Gagliano,16.0
321,75,Italy,Serie A,2017,SPAL 2013,2722,42,25.4,13,€1.51m,€63.55m,Paolo Mazza,16.134 Seats,€574k,€8.74m,€-8.16m,Leonardo Semplici,,Alex Meret;Alfred Gomis;Gabriele Marchegiani;Giacomo Poluzzi;Luca Seri;Francesco Vicari;Bartosz Salamon;Lorenco Simic;Marios Oikonomou;Thiago Cionek;Felipe;Michele Cremonesi;Sauli Väisänen;Daniele Gasparetto;Fabio Della Giovanna;Lorenzo Polvani;Giacomo Boccafoglia;Renato Vischi;Filippo Costa;Boukary Dramé;Pa Konate;Manuel Lazzari;Federico Mattiello;Federico Viviani;Everton Luiz;Pasquale Schiattarella;Salvatore Esposito;Alberto Grassi;Jasmin Kurtic;Luca Rizzo;Luca Mora;Mattia Vitale;Alessandro Bellemo;Eros Schiavon;Francesco Pio Russo;Alberto Paloschi;Mirco Antenucci;Federico Bonazzoli;Marco Borriello;Sergio Floccari;Leonardo Ubaldi;Gabriel Barbosa,17.0
322,75,Italy,Serie A,2017,Benevento Calcio,4171,48,25.1,21,€1.20m,€57.83m,Ciro Vigorito,16.867 Seats,€3.98m,€23.48m,€-19.50m,Marco Baroni;Roberto De Zerbi,Relegated from 1st league,Vid Belec;Alberto Brignoli;Christian Puggioni;Riccardo Piscitelli;Thomas Candeloro;Gianluca Volzone;Alin Tosca;Berat Djimsiti;Andreaw Gravillon;Jean-Claude Billong;Luca Antei;Michele Camporese;Andrea Costa;Fabio Lucioni;Christian Rutjens;Luca Sparandeo;Gianluca Di Chiara;Achraf Lazaar;Gaetano Letizia;Lorenzo Venuti;Bacary Sagna;Bright Gyamfi;Danilo Cataldi;Sandro;Raman Chibsah;Nicolas Viola;Ledian Memushaj;Mirko Eramo;Lorenzo Del Pinto;Giovanni Volpicelli;Alessio Donnarumma;Siriky Sanogo;Guilherme;Filip Djuricic;Marco D'Alessandro;Amato Ciciretti;Vittorio Parigini;Cristiano Lombardi;Mamadou Kanoute;Enrico Brignola;Cheick Diabaté;George Puscas;Fabio Ceravolo;Pietro Iemmello;Samuel Armenteros;Massimo Coda;Karamoko Cissé;Vincenzo Pinto,20.0
323,75,Italy,Serie A,2017,Hellas Verona,276,41,25.5,18,€1.38m,€56.50m,Marcantonio Bentegodi,39.211 Seats,€8.05m,€3.05m,+€5.00m,Fabio Pecchia,Relegated from 1st league,Nícolas;Marco Silvestri;Ferdinando Coppola;Nicola Borghetto;Martín Cáceres;Jagos Vukovic;Thomas Heurtaux;Alex Ferrari;Antonio Caracciolo;Matteo Bianchetti;Riccardo Brosco;Samuel Souprayen;Alejandro González;Nicolò Cherubin;Deian Boldor;Marash Kumbulla;Gian Filippo Felicioli;Michelangelo Albertazzi;Enrico Bearzotti;Bruno Zuculini;Marco Fossati;Andrea Danzi;Daniel Bessa;Rômulo;Mattia Valoti;Marcel Büchel;Franco Zuculini;Simone Calvano;Simon Laner;Mohamed Fares;Simon Stefanec;Seung-woo Lee;Rolando Aarons;Mattia Zaccagni;Daniele Verde;Alessio Cerci;Ryder Matos;Moise Kean;Bruno Petkovic;Giampaolo Pazzini;Lubomir Tupta,19.0
