,CountryID,Country,League,Season,Club,ClubID,Squad,avgAge,Foreigners,avgMarketValue,totalMarketValue,Stadium,StadiumCap,Club_income,Club_expenditure,Club_OverallBalance,Coach,Club_victories,Players,Rank
0,189,England,Premier League,2015,Chelsea FC,631,40,24.7,31,€13.84m,€553.50m,Stamford Bridge,40.853 Seats,€87.49m,€96.50m,€-9.01m,José Mourinho;Guus Hiddink,Champions League Participant,Thibaut Courtois;Asmir Begovic;Jamal Blackman;Marco Amelia;Kurt Zouma;Gary Cahill;Nathan Aké;Papy Djilobodji;Tomas Kalas;Michael Hector;John Terry;Matt Miazga;Fikayo Tomori;Jake Clarke-Salter;Abdul-Rahman Baba;César Azpilicueta;Branislav Ivanovic;Ola Aina;Nemanja Matic;Mikel John Obi;Cesc Fàbregas;Ramires;Ruben Loftus-Cheek;Charlie Colkett;Juan Cuadrado;Victor Moses;Oscar;Lucas Piazon;Kasey Palmer;Eden Hazard;Willian;Kenedy;Pedro;Bertrand Traoré;Diego Costa;Radamel Falcao;Alexandre Pato;Loïc Rémy;Patrick Bamford;Tammy Abraham,10.0
1,189,England,Premier League,2015,Manchester City,281,38,25.4,27,€13.14m,€499.35m,Etihad Stadium,55.017 Seats,€67.44m,€208.47m,€-141.03m,Manuel Pellegrini,English League Cup winner;Champions League Participant,Joe Hart;Willy Caballero;Richard Wright;Nicolás Otamendi;Vincent Kompany;Eliaquim Mangala;Jason Denayer;Martín Demichelis;Tosin Adarabioyo;Cameron Humphreys;Aleksandar Kolarov;Gaël Clichy;Angeliño;Jesús Navas;Pablo Zabaleta;Bacary Sagna;Pablo Maffeo;James Horsfield;Fernandinho;Fernando;George Evans;Luke Brattan;George Glendon;Yaya Touré;Fabian Delph;Aleix García;Kevin De Bruyne;David Silva;Samir Nasri;Bersant Celina;Manu García;Raheem Sterling;Brandon Barker;Patrick Roberts;Sergio Agüero;Wilfried Bony;Kelechi Iheanacho;David Faupala,4.0
2,189,England,Premier League,2015,Arsenal FC,11,41,24.7,29,€11.17m,€457.85m,Emirates Stadium,60.704 Seats,€2.50m,€26.50m,€-24.00m,Arsène Wenger,Champions League Participant;English Supercup Winner,Petr Cech;David Ospina;Emiliano Martínez;Matt Macey;Laurent Koscielny;Per Mertesacker;Gabriel Paulista;Calum Chambers;Mathieu Debuchy;Nacho Monreal;Kieran Gibbs;Héctor Bellerín;Carl Jenkinson;Francis Coquelin;Mohamed Elneny;Mathieu Flamini;Krystian Bielik;Isaac Hayden;Ismaël Bennacer;Glen Kamara;Ben Sheaf;Aaron Ramsey;Santi Cazorla;Jack Wilshere;Alex Oxlade-Chamberlain;Mikel Arteta;Mesut Özil;Jeff Reine-Adélaïde;Tomas Rosicky;Alex Iwobi;Jon Toral;Chris Willock;Theo Walcott;Joel Campbell;Serge Gnabry;Wellington Silva;Alexis Sánchez;Olivier Giroud;Danny Welbeck;Yaya Sanogo;Chuba Akpom,2.0
3,189,England,Premier League,2015,Manchester United,985,44,23.5,26,€10.00m,€439.85m,Old Trafford,74.879 Seats,€100.67m,€156.00m,€-55.33m,Louis van Gaal,Champions League Participant;FA Cup Winner;Europa League Participant,David de Gea;Sergio Romero;Víctor Valdés;Sam Johnstone;Joel Pereira;Dean Henderson;Chris Smalling;Marcos Rojo;Phil Jones;Paddy McNair;Ro-Shaun Williams;Axel Tuanzebe;Luke Shaw;Daley Blind;Cameron Borthwick-Jackson;Tyler Blackett;Matteo Darmian;Ashley Young;Antonio Valencia;Guillermo Varela;Donald Love;Regan Poole;Timothy Fosu-Mensah;Morgan Schneiderlin;Michael Carrick;Joe Riley;Ander Herrera;Marouane Fellaini;Bastian Schweinsteiger;Joe Rothwell;James Weir;Sean Goss;Juan Mata;Jesse Lingard;Andreas Pereira;Nick Powell;Marcus Rashford;Adnan Januzaj;Wayne Rooney;Anthony Martial;Memphis Depay;Chicharito;James Wilson;Will Keane,5.0
4,189,England,Premier League,2015,Liverpool FC,31,44,23.4,27,€8.53m,€375.25m,Anfield,54.074 Seats,€90.55m,€126.50m,€-35.95m,Brendan Rodgers;Jürgen Klopp,English League Cup runner-up;Europa League Participant;Europa League runner-up,Simon Mignolet;Ádám Bogdán;Danny Ward;Lawrence Vigouroux;Ryan Fulton;Mamadou Sakho;Dejan Lovren;Martin Skrtel;Steven Caulker;Tiago Ilori;Joe Gomez;Kolo Touré;Dan Cleary;Conor Masterson;Alberto Moreno;José Enrique;Brad Smith;Joe Maguire;Nathaniel Clyne;Jon Flanagan;Andre Wisdom;Connor Randall;Emre Can;Lucas Leiva;Jordan Rossiter;Kevin Stewart;Pedro Chirivella;Jordan Henderson;James Milner;Joe Allen;Cameron Brannagan;Adam Lallana;João Carlos Teixeira;Philippe Coutinho;Ryan Kent;Jordon Ibe;Sergi Canós;Sheyi Ojo;Roberto Firmino;Christian Benteke;Daniel Sturridge;Danny Ings;Divock Origi;Jerome Sinclair,8.0
5,189,England,Premier League,2015,Tottenham Hotspur,148,31,23.7,16,€12.00m,€371.85m,Tottenham Hotspur Stadium,62.062 Seats,€87.25m,€71.00m,+€16.25m,Mauricio Pochettino,Europa League Participant,Hugo Lloris;Michel Vorm;Luke McGee;Toby Alderweireld;Jan Vertonghen;Eric Dier;Federico Fazio;Kevin Wimmer;Cameron Carter-Vickers;Danny Rose;Ben Davies;Kyle Walker;Kieran Trippier;DeAndre Yedlin;Kyle Walker-Peters;Harry Winks;Christian Eriksen;Mousa Dembélé;Nabil Bentaleb;Ryan Mason;Tom Carroll;Josh Onomah;Grant Ward;Dele Alli;Alex Pritchard;Heung-min Son;Nacer Chadli;Erik Lamela;Clinton N'Jie;Andros Townsend;Harry Kane,3.0
6,189,England,Premier League,2015,Everton FC,29,39,25.7,21,€6.41m,€249.85m,Goodison Park,39.571 Seats,€11.00m,€48.20m,€-37.20m,Roberto Martínez;David Unsworth,,Joel Robles;Tim Howard;Jindrich Stanek;John Stones;Ramiro Funes Mori;Phil Jagielka;Mason Holgate;Tyias Browning;Matthew Pennington;Leighton Baines;Bryan Oviedo;Brendan Galloway;Luke Garbutt;Seamus Coleman;Tony Hibbert;Felipe Mattioni;Jonjoe Kenny;Muhamed Besic;Gareth Barry;Callum Connolly;Ross Barkley;James McCarthy;Tom Cleverley;Darron Gibson;Leon Osman;Conor Grant;Tom Davies;Steven Pienaar;Kevin Mirallas;Kieran Dowell;Aiden McGeady;Aaron Lennon;Steven Naismith;Romelu Lukaku;Oumar Niasse;Gerard Deulofeu;Arouna Koné;Leandro Rodríguez;Conor McAleny,11.0
7,189,England,Premier League,2015,Southampton FC,180,35,25.0,20,€6.44m,€225.50m,St Mary's Stadium,32.384 Seats,€52.70m,€60.10m,€-7.40m,Ronald Koeman,,Fraser Forster;Maarten Stekelenburg;Paulo Gazzaniga;Kelvin Davis;Virgil van Dijk;Steven Caulker;Florin Gardos;José Fonte;Maya Yoshida;Cuco Martina;Jack Stephens;Jordan Turnbull;Ryan Bertrand;Matt Targett;Sam McQueen;Cédric Soares;Jason McCarthy;Victor Wanyama;Jordy Clasie;Oriol Romeu;James Ward-Prowse;Steven Davis;Harrison Reed;Gastón Ramírez;Sadio Mané;Dusan Tadic;Juanmi;Lloyd Isgrove;Jay Rodríguez;Charlie Austin;Graziano Pellè;Shane Long;Sam Gallagher;Ryan Seager;Olufela Olomola,6.0
8,189,England,Premier League,2015,West Ham United,379,50,24.2,28,€4.03m,€201.33m,London Stadium,62.500 Seats,€18.52m,€52.70m,€-34.19m,Slaven Bilic,,Adrián;Darren Randolph;Raphael Spiegel;Sam Howes;Winston Reid;Angelo Ogbonna;James Tomkins;James Collins;Reece Oxford;Reece Burke;Doneil Henry;Leo Chambers;Josh Pask;Aaron Cresswell;Stephen Hendrie;Nathan Mavila;Lewis Page;Carl Jenkinson;Sam Byram;Joey O'Brien;Sam Westley;Kyle Knoyle;Alex Pike;Cheikhou Kouyaté;Alex Song;Amos Nasha;George Dobson;Pedro Obiang;Mark Noble;Diego Poyet;Josh Cullen;Victor Moses;Morgan Amalfitano;Dimitri Payet;Manuel Lanzini;Kevin Nolan;Marcus Browne;Elliot Lee;Matt Jarvis;Martin Samuelsen;Djair Parfitt-Williams;Enner Valencia;Andy Carroll;Diafra Sakho;Emmanuel Emenike;Michail Antonio;Mauro Zárate;Modibo Maïga;Nikica Jelavic;Jordan Brown,7.0
9,189,England,Premier League,2015,Newcastle United,762,42,24.5,27,€4.71m,€198.00m,St James' Park,52.338 Seats,€5.63m,€107.91m,€-102.28m,Rafael Benítez;Steve McClaren,Relegated from 1st league,Tim Krul;Karl Darlow;Rob Elliot;Freddie Woodman;Chancel Mbemba;Daryl Janmaat;Jamaal Lascelles;Fabricio Coloccini;Mike Williamson;Steven Taylor;Curtis Good;Paul Dummett;Massadio Haidara;Liam Gibson;Kevin Mbabu;Jamie Sterry;Callum Williams;Jack Colback;Cheik Tioté;Vurnon Anita;Georginio Wijnaldum;Moussa Sissoko;Jonjo Shelvey;Gaël Bigirimana;Dan Barlaser;Siem de Jong;Henri Saivet;Sylvain Marveaux;Sammy Ameobi;Yoan Gouffran;Rolando Aarons;Florian Thauvin;Andros Townsend;Gabriel Obertan;Ayoze Pérez;Haris Vuckic;Aleksandar Mitrović;Seydou Doumbia;Papiss Cissé;Emmanuel Rivière;Adam Armstrong;Ivan Toney,18.0
10,189,England,Premier League,2015,Leicester City,1003,35,26.9,20,€4.60m,€161.10m,King Power Stadium,32.273 Seats,€9.45m,€49.90m,€-40.45m,Claudio Ranieri,English Champion,Kasper Schmeichel;Ben Hamer;Mark Schwarzer;Jonny Maddison;Robert Huth;Daniel Amartey;Yohan Benalouane;Wes Morgan;Liam Moore;Marcin Wasilewski;Christian Fuchs;Ben Chilwell;Paul Konchesky;Danny Simpson;Ritchie De Laet;N'Golo Kanté;Gökhan Inler;Danny Drinkwater;Andy King;Matty James;Dean Hammond;Marc Albrighton;Jeffrey Schlupp;Demarai Gray;Tom Lawrence;Joseph Dodoo;André Olukanmi;Riyad Mahrez;Nathan Dyer;Harry Panayiotou;Jamie Vardy;Shinji Okazaki;Leonardo Ulloa;Andrej Kramaric;Jacob Blyth,1.0
11,189,England,Premier League,2015,Stoke City,512,31,27.3,24,€4.74m,€147.00m,bet365 Stadium,30.089 Seats,€23.20m,€53.65m,€-30.45m,Mark Hughes,,Jack Butland;Jakob Haugaard;Shay Given;Daniel Bachmann;Ryan Shawcross;Philipp Wollscheid;Erik Pieters;Marc Muniesa;Marc Wilson;Geoff Cameron;Dionatan Teixeira;Glen Johnson;Phil Bardsley;Giannelli Imbula;Glenn Whelan;Marco van Ginkel;Charlie Adam;Steve Sidwell;Xherdan Shaqiri;Ibrahim Afellay;Stephen Ireland;Oliver Shenton;Mohamed El Ouriachi;Jonathan Walters;Peter Odemwingie;Bojan Krkic;Marko Arnautovic;Mame Diouf;Joselu;Peter Crouch;George Waring,9.0
12,189,England,Premier League,2015,Swansea City,2288,36,25.8,27,€4.05m,€145.80m,Swansea.com Stadium,21.088 Seats,€16.81m,€21.81m,€-5.01m,Francesco Guidolin;Alan Curtis;Garry Monk,,Lukasz Fabianski;Kristoffer Nordfeldt;Gerhard Tremmel;Josh Vickers;Federico Fernández;Ashley Williams;Jordi Amat;Kyle Bartley;Joe Rodon;Neil Taylor;Franck Tabanou;Stephen Kingsley;Kyle Naughton;Ángel Rangel;Daniel Alfei;Connor Roberts;Liam Shephard;Leroy Fer;Sung-yueng Ki;Jack Cork;Jonjo Shelvey;Matt Grimes;Leon Britton;Jay Fulton;Gylfi Sigurdsson;André Ayew;Jefferson Montero;Wayne Routledge;Modou Barrow;Kenji Gorré;Nathan Dyer;Daniel James;Bafétimbi Gomis;Alberto Paloschi;Éder;Marvin Emnes,12.0
13,189,England,Premier League,2015,Watford FC,1010,39,27.4,35,€3.51m,€137.00m,Vicarage Road,21.577 Seats,€9.75m,€82.80m,€-73.05m,Quique Sánchez Flores,,Costel Pantilimon;Giedrius Arlauskis;Heurelho Gomes;Rene Gilmartin;Luke Simpson;Mario Suárez;Nathan Aké;Sebastian Prödl;Craig Cathcart;Miguel Britos;Gabriele Angella;Essaïd Belkalem;Joel Ekstrand;Tommie Hoban;Jose Cholevas;Daniel Pudil;Miguel Layún;Allan Nyom;Juan Carlos Paredes;Étienne Capoue;Valon Behrami;Almen Abdi;Ben Watson;Adlène Guédioura;Sean Murray;Connor Smith;Ikechi Anya;Lloyd Dyer;José Manuel Jurado;Steven Berghuis;Alessandro Diamanti;Nordin Amrabat;Víctor Ibarbo;Fernando Forestieri;Odion Ighalo;Troy Deeney;Obbi Oulare;Matej Vydra;Uche Ikpeazu,13.0
14,189,England,Premier League,2015,Crystal Palace,873,38,26.6,20,€3.57m,€135.70m,Selhurst Park,26.047 Seats,€5.40m,€28.80m,€-23.40m,Alan Pardew,FA Cup Runner up,Wayne Hennessey;Alex McCarthy;Julián Speroni;Scott Dann;Adrian Mariappa;Damien Delaney;Brede Hangeland;Patrick McCarthy;Luke Croll;Pape Souaré;Zeki Fryers;Jerome Binnom-Williams;Joel Ward;Martin Kelly;Mile Jedinak;Connor Dymond;Yohan Cabaye;James McArthur;Jason Puncheon;Jordon Mutch;Joe Ledley;Jake Gray;Luke Dreher;Hiram Boateng;Jonathan Williams;Yannick Bolasie;Wilfried Zaha;Bakary Sako;Sullay Kaikai;Chung-yong Lee;Connor Wickham;Patrick Bamford;Glenn Murray;Fraizer Campbell;Dwight Gayle;Emmanuel Adebayor;Marouane Chamakh;Kwesi Appiah,15.0
15,189,England,Premier League,2015,Aston Villa,405,44,24.5,24,€2.68m,€117.95m,Villa Park,42.682 Seats,€64.70m,€66.55m,€-1.85m,Eric Black;Rémi Garde;Kevin MacDonald;Tim Sherwood;Roberto Di Matteo,Relegated from 1st league,Brad Guzan;Mark Bunn;Jed Steer;Benjamin Siegrist;Bradley Watkins;Jores Okore;Ciaran Clark;Tiago Ilori;Nathan Baker;Joleon Lescott;Aly Cissokho;José Crespo;Janoi Donacien;Kevin Toner;Easah Suliman;Niall Mason;Jordan Amavi;Joe Bennett;Kieran Richardson;Micah Richards;Alan Hutton;Jordan Veretout;Carlos Sánchez;Ashley Westwood;Jordan Lyden;Idrissa Gueye;Leandro Bacuna;Gary Gardner;Jerell Sellars;Carles Gil;Joe Cole;Jack Grealish;Scott Sinclair;Andre Green;Adama Traoré;Charles N'Zogbia;Corey Blackett-Taylor;Jordan Ayew;Rudy Gestede;Gabriel Agbonlahor;Libor Kozak;Callum Robinson;Rushian Hepburn-Murphy;Keinan Davis,20.0
16,189,England,Premier League,2015,Norwich City,1123,41,26.6,22,€2.85m,€116.90m,Carrow Road,27.244 Seats,€21.49m,€50.50m,€-29.01m,Alex Neil,Relegated from 1st league,John Ruddy;Declan Rudd;Jake Kean;Remi Matthews;Timm Klose;Russell Martin;Sébastien Bassong;Michael Turner;Ryan Bennett;Martin Olsson;Harry Toffolo;Andre Wisdom;Ivo Pinto;Steven Whittaker;Alexander Tettey;Youssouf Mulumbu;Bradley Johnson;Vadis Odjidja-Ofoe;Jonathan Howson;Graham Dorrans;Gary O'Neil;Tony Andreu;Louis Thompson;Conor McGrandles;Elliott Bennett;Robbie Brady;Wes Hoolahan;James Maddison;Matt Jarvis;Josh Murphy;Nathan Redmond;Jacob Murphy;Steven Naismith;Dieumerci Mbokani;Patrick Bamford;Lewis Grabban;Gary Hooper;Cameron Jerome;Ricky van Wolfswinkel;Kyle Lafferty;Jamar Loza,19.0
17,189,England,Premier League,2015,West Bromwich Albion,984,35,26.4,22,€3.23m,€113.10m,The Hawthorns,26.850 Seats,€12.92m,€42.90m,€-29.98m,Tony Pulis,,Ben Foster;Boaz Myhill;Anders Lindegaard;Jack Rose;Alex Palmer;Jonny Evans;James Chester;Craig Dawson;Joleon Lescott;Jonas Olsson;Gareth McAuley;Shaun Donnellan;Sébastien Pocognoli;Cristian Gamboa;Sandro;Claudio Yacob;Sam Field;James Morrison;Chris Brunt;Craig Gardner;Darren Fletcher;James McClean;Kyle Edwards;Alex Pritchard;Stéphane Sessègnon;Joe Ward;Callum McManaman;Serge Gnabry;Jonathan Leko;Saido Berahino;Salomón Rondón;Brown Ideye;Rickie Lambert;Victor Anichebe;Tyler Roberts,14.0
18,189,England,Premier League,2015,Sunderland AFC,289,42,26.5,27,€2.65m,€111.25m,Stadium of Light,48.707 Seats,€11.00m,€66.05m,€-55.05m,Sam Allardyce;Dick Advocaat,,Costel Pantilimon;Vito Mannone;Jordan Pickford;Steve Harper;Max Stryjek;Lamine Koné;Younès Kaboul;Sebastián Coates;Valentin Roberge;Jan Kirchhoff;John O'Shea;Wes Brown;Patrick van Aanholt;Tommy Robson;Adam Matthews;Billy Jones;DeAndre Yedlin;Charalampos Mavrias;Josh Robson;Jack Rodwell;Yann M'Vila;Lee Cattermole;Liam Bridcutt;Tom Beadling;Jordi Gómez;Sebastian Larsson;Emanuele Giaccherini;Ola Toivonen;George Honeyman;Rees Greenwood;Fabio Borini;Jeremain Lens;Will Buckley;Duncan Watmore;Adam Johnson;Lynden Gooch;Wahbi Khazri;Jermain Defoe;Dame N'Doye;Steven Fletcher;Danny Graham;Mikael Mandron,17.0
19,189,England,Premier League,2015,AFC Bournemouth,989,49,25.1,22,€2.04m,€99.90m,Vitality Stadium,11.329 Seats,€650k,€55.11m,€-54.46m,Eddie Howe,,Artur Boruc;Adam Federici;Ryan Allsop;Marius Adamonis;Jordan Holmes;Tyrone Mings;Steve Cook;Tommy Elphick;Sylvain Distin;Elliott Ward;Stéphane Zubar;Baily Cargill;Jack Simpson;Corey Jordan;Charlie Daniels;Joe Bennett;Rhoys Wiggins;Filippo Costa;Callum Buckley;Simon Francis;Adam Smith;Jordan Lee;Matt Butcher;Dan Gosling;Andrew Surman;Harry Arter;Eunan O'Kane;Shaun MacDonald;Josh Wakefield;Matt Ritchie;Juan Iturbe;Max Gradel;Junior Stanislas;Christian Atsu;Marc Pugh;Ryan Fraser;Jordan Green;Lee Tomlin;Benik Afobe;Callum Wilson;Glenn Murray;Lewis Grabban;Joshua King;Tokelo Rantie;Yann Kermorgant;Jayden Stockley;Harry Cornick;Joe Quigley;Sam Surridge,16.0
20,189,England,Premier League,2016,Chelsea FC,631,49,24.8,41,€14.01m,€686.70m,Stamford Bridge,40.853 Seats,€108.90m,€132.80m,€-23.90m,Antonio Conte,English Champion,Thibaut Courtois;Asmir Begovic;Eduardo;Matej Delac;Jamal Blackman;David Luiz;Andreas Christensen;Gary Cahill;Kurt Zouma;Nathan Aké;Tomas Kalas;Michael Hector;Kenneth Omeruo;Matt Miazga;John Terry;Marcos Alonso;Abdul-Rahman Baba;César Azpilicueta;Branislav Ivanovic;Todd Kane;Wallace Oliveira;Ola Aina;N'Golo Kanté;Nemanja Matic;Nathaniel Chalobah;Cesc Fàbregas;Marco van Ginkel;Lewis Baker;Ruben Loftus-Cheek;Victorien Angban;Juan Cuadrado;Victor Moses;Cristian Cuevas;Oscar;Mario Pasalic;Lucas Piazon;Nathan;Danilo Pantic;Eden Hazard;Willian;Kenedy;Christian Atsu;Jérémie Boga;Pedro;Bertrand Traoré;Diego Costa;Michy Batshuayi;Loïc Rémy;Dominic Solanke,1.0
21,189,England,Premier League,2016,Manchester City,281,35,26.4,29,€16.47m,€576.50m,Etihad Stadium,55.017 Seats,€35.35m,€216.25m,€-180.90m,Pep Guardiola,Champions League Participant,Joe Hart;Claudio Bravo;Willy Caballero;Angus Gunn;John Stones;Nicolás Otamendi;Vincent Kompany;Eliaquim Mangala;Tosin Adarabioyo;Aleksandar Kolarov;Gaël Clichy;Oleksandr Zinchenko;Angeliño;Jesús Navas;Pablo Zabaleta;Bacary Sagna;Pablo Maffeo;Fernandinho;Fernando;Ilkay Gündogan;Fabian Delph;Yaya Touré;Aleix García;Kevin De Bruyne;David Silva;Samir Nasri;Brahim Díaz;Raheem Sterling;Nolito;Phil Foden;Leroy Sané;Sergio Agüero;Gabriel Jesus;Wilfried Bony;Kelechi Iheanacho,3.0
22,189,England,Premier League,2016,Tottenham Hotspur,148,38,23.7,20,€14.31m,€543.65m,Tottenham Hotspur Stadium,62.062 Seats,€52.30m,€83.50m,€-31.20m,Mauricio Pochettino,Champions League Participant;Europa League Participant,Hugo Lloris;Michel Vorm;Pau López;Luke McGee;Alfie Whiteman;Toby Alderweireld;Jan Vertonghen;Eric Dier;Federico Fazio;Kevin Wimmer;Cameron Carter-Vickers;Anton Walkes;Danny Rose;Ben Davies;Kyle Walker;Kieran Trippier;Kyle Walker-Peters;Victor Wanyama;Harry Winks;Filip Lesniak;Luke Amos;Christian Eriksen;Moussa Sissoko;Nabil Bentaleb;Mousa Dembélé;Ryan Mason;Tom Carroll;Josh Onomah;Dele Alli;Heung-min Son;Georges-Kevin N'Koudou;Samuel Shashoua;Erik Lamela;Clinton N'Jie;Marcus Edwards;Harry Kane;Vincent Janssen;Shayon Harrison,2.0
23,189,England,Premier League,2016,Arsenal FC,11,42,24.7,26,€12.90m,€542.00m,Emirates Stadium,60.704 Seats,€10.35m,€113.00m,€-102.65m,Arsène Wenger,Champions League Participant;FA Cup Winner,Wojciech Szczesny;David Ospina;Petr Cech;Emiliano Martínez;Matt Macey;Shkodran Mustafi;Laurent Koscielny;Calum Chambers;Gabriel Paulista;Rob Holding;Per Mertesacker;Mathieu Debuchy;Nacho Monreal;Kieran Gibbs;Marc Bola;Héctor Bellerín;Carl Jenkinson;Francis Coquelin;Mohamed Elneny;Krystian Bielik;Ben Sheaf;Aaron Ramsey;Granit Xhaka;Alex Oxlade-Chamberlain;Jack Wilshere;Santi Cazorla;Gedion Zelalem;Josh Dasilva;Ainsley Maitland-Niles;Mesut Özil;Alex Iwobi;Jeff Reine-Adélaïde;Chris Willock;Stephy Mavididi;Theo Walcott;Joel Campbell;Alexis Sánchez;Olivier Giroud;Lucas Pérez;Danny Welbeck;Chuba Akpom;Yaya Sanogo,5.0
24,189,England,Premier League,2016,Manchester United,985,42,24.4,25,€12.65m,€531.45m,Old Trafford,74.879 Seats,€47.25m,€185.00m,€-137.75m,José Mourinho,English Supercup Winner;English League Cup winner;Europa League Participant;Europa League Winner,David de Gea;Sergio Romero;Sam Johnstone;Joel Pereira;Dean Henderson;Kieran O'Hara;Eric Bailly;Marcos Rojo;Chris Smalling;Phil Jones;Axel Tuanzebe;Daley Blind;Luke Shaw;Cameron Borthwick-Jackson;Demetri Mitchell;Matteo Darmian;Antonio Valencia;Ashley Young;Timothy Fosu-Mensah;Guillermo Varela;Guillermo Varela;Morgan Schneiderlin;Michael Carrick;Scott McTominay;Paul Pogba;Ander Herrera;Marouane Fellaini;Bastian Schweinsteiger;Matty Willock;Henrikh Mkhitaryan;Juan Mata;Jesse Lingard;Andreas Pereira;Josh Harrop;Angel Gomes;Marcus Rashford;Adnan Januzaj;Anthony Martial;Memphis Depay;Wayne Rooney;Zlatan Ibrahimović;James Wilson;Zak Dearnley,6.0
25,189,England,Premier League,2016,Liverpool FC,31,38,24.4,24,€11.20m,€425.65m,Anfield,54.074 Seats,€85.38m,€79.90m,+€5.48m,Jürgen Klopp,,Simon Mignolet;Loris Karius;Danny Ward;Ádám Bogdán;Alexander Manninger;Joel Matip;Dejan Lovren;Mamadou Sakho;Joe Gomez;Ragnar Klavan;Alberto Moreno;Nathaniel Clyne;Jon Flanagan;Andre Wisdom;Trent Alexander-Arnold;Connor Randall;Emre Can;Lucas Leiva;Marko Grujic;Kevin Stewart;MJ Williams;Georginio Wijnaldum;Jordan Henderson;James Milner;Paulinho;Ovie Ejaria;Adam Lallana;Ben Woodburn;Philippe Coutinho;Sadio Mané;Lazar Markovic;Sheyi Ojo;Harry Wilson;Roberto Firmino;Daniel Sturridge;Divock Origi;Danny Ings;Rhian Brewster,4.0
26,189,England,Premier League,2016,Everton FC,29,39,25.9,25,€7.98m,€311.25m,Goodison Park,39.571 Seats,€60.80m,€86.00m,€-25.20m,Ronald Koeman,,Joel Robles;Maarten Stekelenburg;Mateusz Hewelt;Ramiro Funes Mori;Ashley Williams;Mason Holgate;Phil Jagielka;Tyias Browning;Matthew Pennington;Leighton Baines;Brendan Galloway;Bryan Oviedo;Luke Garbutt;Seamus Coleman;Jonjoe Kenny;Morgan Schneiderlin;Muhamed Besic;Gareth Barry;Ross Barkley;Idrissa Gueye;James McCarthy;Tom Cleverley;Tom Davies;Darron Gibson;Joe Williams;Kevin Mirallas;Yannick Bolasie;Aiden McGeady;Aaron Lennon;Ademola Lookman;Shani Tarashaj;Romelu Lukaku;Gerard Deulofeu;Enner Valencia;Oumar Niasse;Dominic Calvert-Lewin;Arouna Koné;Leandro Rodríguez;Conor McAleny,7.0
27,189,England,Premier League,2016,West Ham United,379,44,24.7,28,€6.21m,€273.05m,London Stadium,62.500 Seats,€41.00m,€83.50m,€-42.50m,Slaven Bilic,,Adrián;Darren Randolph;Raphael Spiegel;Winston Reid;Angelo Ogbonna;José Fonte;Havard Nordtveit;Reece Oxford;James Collins;Reece Burke;Doneil Henry;Aaron Cresswell;Arthur Masuaku;Stephen Hendrie;Lewis Page;Sam Byram;Álvaro Arbeloa;Sam Westley;Alex Pike;Cheikhou Kouyaté;Declan Rice;Pedro Obiang;Mark Noble;Edimilson Fernandes;Josh Cullen;Moses Makasi;Domingos Quina;Dimitri Payet;Manuel Lanzini;Marcus Browne;André Ayew;Nathan Holland;Gökhan Töre;Sofiane Feghouli;Robert Snodgrass;Grady Diangana;Dan Kemp;Michail Antonio;Simone Zaza;Enner Valencia;Andy Carroll;Diafra Sakho;Jonathan Calleri;Ashley Fletcher,11.0
28,189,England,Premier League,2016,Southampton FC,180,36,25.3,19,€7.33m,€263.75m,St Mary's Stadium,32.384 Seats,€85.05m,€68.90m,+€16.15m,Claude Puel,English League Cup runner-up,Fraser Forster;Alex McCarthy;Paulo Gazzaniga;Mouez Hassen;Stuart Taylor;Harry Lewis;Virgil van Dijk;José Fonte;Maya Yoshida;Martín Cáceres;Jack Stephens;Florin Gardos;Cuco Martina;Ryan Bertrand;Matt Targett;Sam McQueen;Cédric Soares;Jérémy Pied;Jordy Clasie;Oriol Romeu;James Ward-Prowse;Pierre-Emile Höjbjerg;Steven Davis;Harrison Reed;Jake Hesketh;Dusan Tadic;Sofiane Boufal;Nathan Redmond;Josh Sims;Lloyd Isgrove;Manolo Gabbiadini;Charlie Austin;Jay Rodríguez;Shane Long;Sam Gallagher;Olufela Olomola,8.0
29,189,England,Premier League,2016,Crystal Palace,873,45,26.1,26,€5.08m,€228.43m,Selhurst Park,26.047 Seats,€50.20m,€101.20m,€-51.00m,Sam Allardyce;Alan Pardew,,Steve Mandanda;Wayne Hennessey;Julián Speroni;Kleton Perntreou;Mamadou Sakho;James Tomkins;Scott Dann;Damien Delaney;Ryan Inniss;Luke Croll;Patrick van Aanholt;Pape Souaré;Zeki Fryers;Joel Ward;Martin Kelly;Ben Wynter;Aaron Wan-Bissaka;Luka Milivojevic;Mile Jedinak;Mathieu Flamini;Michael Phillips;Yohan Cabaye;James McArthur;Jason Puncheon;Joe Ledley;Jordon Mutch;Hiram Boateng;Noor Husin;Luke Dreher;Jeffrey Schlupp;Jonathan Williams;Yannick Bolasie;Wilfried Zaha;Bakary Sako;Sullay Kaikai;Keshi Anderson;Andros Townsend;Chung-yong Lee;Christian Benteke;Loïc Rémy;Connor Wickham;Fraizer Campbell;Jonathan Benteke;Kwesi Appiah;Freddie Ladapo,14.0
