id,name,appearances,goals,asists,yellow_cards,second_yellow_cards,red_cards,minutes_played,goals_conceded,clean_sheets
488270,kaur-kivila,30.0,-,,1,-,-,2.700',49.0,5
235412,jawad-el-yamiq,25.0,2,1,5,-,-,1.890',,
21782,hugo-campagnaro,,,,,,,,,
556173,omar-khailoti,16.0,-,-,5,-,-,969',,
163051,riccardo-piscitelli,8.0,-,,-,-,-,720',10.0,3
338100,riccardo-cestaro,27.0,2,-,4,-,-,1.938',,
285754,pietro-cianci,36.0,4,4,9,-,-,1.696',,
82743,alberto-pomini,3.0,-,,-,-,-,270',6.0,-
119366,leonardo-blanchard,,,,,,,,,
701842,nicolo-cavuoti,32.0,2,1,3,-,-,1.924',,
46894,jagos-vukovic,,,,,,,,,
21748,alessio-cerci,,,,,,,,,
5755,emiliano-moretti,,,,,,,,,
432090,nicolo-fagioli,33.0,3,7,6,-,-,2.191',,
340879,merih-demiral,42.0,2,3,11,-,-,2.989',,
487836,simone-panada,37.0,1,7,14,-,-,2.601',,
45548,gregory-van-der-wiel,,,,,,,,,
39090,fredy-guarin,,,,,,,,,
60889,gary-medel,34.0,-,1,9,1,-,2.862',,
567472,federico-zuccon,38.0,1,2,10,1,-,2.412',,
406806,emil-bohinen,21.0,2,1,7,-,-,1.085',,
198116,federico-dimarco,42.0,2,5,2,-,-,1.891',,
44162,miralem-pjanic,26.0,-,4,7,1,-,1.861',,
19447,giampaolo-pazzini,,,,,,,,,
391409,filippo-franchi,26.0,1,-,-,-,-,1.233',,
815941,tommaso-de-lorenzo,14.0,-,-,3,-,-,740',,
343954,nikola-pejovic,8.0,1,-,4,-,-,631',,
340444,christian-durso,29.0,1,2,3,-,-,1.030',,
7663,joaquin,36.0,2,4,-,-,-,1.208',,
30767,gabriel-paletta,21.0,-,-,3,-,-,1.437',,
134883,daniele-baselli,16.0,-,1,1,-,-,528',,
398057,joao-ricciulli,,,,,,,,,
349719,simone-lo-faso,33.0,4,2,7,-,1,1.878',,
337310,lamin-jallow,8.0,2,-,2,-,-,284',,
3182,ashley-cole,,,,,,,,,
344072,kelvin-amian,33.0,1,1,8,1,1,2.740',,
542570,roberto-pierno,34.0,3,6,7,-,1,2.951',,
435406,demba-thiam,20.0,-,,1,-,-,1.784',21.0,6
84751,luca-martinelli,33.0,2,-,9,1,-,2.738',,
371371,marash-kumbulla,28.0,1,-,8,-,-,1.796',,
14942,darijo-srna,,,,,,,,,
393637,riccardo-santovito,19.0,-,-,2,-,-,1.558',,
819036,dennis-curatolo,38.0,19,2,-,-,-,2.113',,
358166,eldor-shomurodov,40.0,5,6,2,-,-,1.188',,
40428,manuel-iturra,,,,,,,,,
487633,patrick-enrici,33.0,1,1,10,1,-,2.477',,
73846,paul-jose-mpoku,29.0,3,1,2,-,-,1.030',,
21763,federico-peluso,3.0,-,-,-,-,-,25',,
458096,matteo-salvi,16.0,1,-,2,-,-,1.051',,
148751,bruno-peres,35.0,1,2,7,1,-,2.675',,
22285,maurizio-pugliesi,,,,,,,,,
628560,raul-morichelli,26.0,-,1,11,1,2,1.817',,
395089,hamza-el-kaouakibi,25.0,-,1,8,1,-,1.930',,
416386,abdou-harroui,25.0,1,-,3,-,-,689',,
208166,bartlomiej-dragowski,9.0,-,,-,-,2,690',11,3
525602,alejandro-marques,32.0,10,-,5,-,-,1.284',,
452867,massimiliano-benucci,,,,,,,,,
466811,pablo-moreno,18.0,1,-,2,-,-,357',,
314468,andrea-mandelli,35.0,4,5,2,-,-,2.774',,
248483,chris-ikonomidis,25.0,1,2,2,-,-,1.105',,
460602,franck-djoulou,1.0,-,-,-,-,-,8',,
283233,jacob-rasmussen,39.0,1,2,7,-,1,3.184',,
315870,emanuele-torrasi,25.0,-,-,9,-,-,1.661',,
21780,daniele-cacia,,,,,,,,,
357987,leonardo-stanzani,35.0,6,3,1,-,-,1.939',,
393801,nicola-danieli,27.0,-,-,7,-,-,1.093',,
486347,tibo-persyn,6.0,2,-,1,-,-,175',,
16893,antonio-floro-flores,,,,,,,,,
654543,jakob-palsson,17.0,-,1,-,-,-,1.069',,
481178,christ-kouadio,9.0,-,1,-,-,-,554',,
163489,riccardo-improta,31.0,5,2,5,-,-,2.431',,
238977,gabriele-moncini,28.0,8,2,1,-,-,1.186',,
641553,alessio-rizza,41.0,1,6,4,-,1,3.603',,
192735,stanislav-lobotka,26.0,1,-,2,-,-,1.879',,
341092,federico-chiesa,18.0,4,4,-,-,-,1.205',,
363803,sandro-embalo,13.0,1,1,4,-,-,833',,
88706,simone-romagnoli,22.0,2,-,5,-,-,1.753',,
391683,alessio-rollandi,,,,,,,,,
301239,christian-mora,38.0,-,4,6,1,-,2.860',,
422851,stanley-amuzie,,,,,,,,,
198976,abou-diop,16.0,-,2,4,-,-,959',,
289165,patryk-dziczek,,,,,,,,,
273132,robin-gosens,17.0,3,2,3,-,-,736',,
43217,pierluigi-frattali,32.0,-,,7,-,-,2.836',29,13
463792,luca-gemello,1.0,-,,-,-,-,90',-,1
438682,daniel-fuzato,1.0,-,,-,-,1,90',2,-
77003,tino-costa,22.0,4,5,1,-,-,1.353',,
146680,andrea-barberis,40.0,2,1,5,-,-,3.015',,
25441,zdravko-kuzmanovic,,,,,,,,,
222330,roman-chanturia,,,,,,,,,
46413,ante-budimir,30.0,9,2,3,-,-,1.837',,
73090,vid-belec,24.0,-,,1,-,-,2.026',49,4
57657,andrea-tozzo,29.0,-,,4,-,-,2.598',48,6
33481,gervinho,13.0,2,1,-,-,-,661',,
318084,brian-vassallo,,,,,,,,,
67556,milan-djuric,35.0,5,5,6,-,-,2.335',,
287871,fabrizio-alastra,18.0,-,,5,-,-,1.536',19,6
5958,francesco-totti,,,,,,,,,
191891,arkadiusz-milik,37.0,20,2,2,-,-,2.321',,
537488,dion-ruffo-luci,29.0,1,1,4,-,-,1.069',,
199902,andrea-bandini,,,,,,,,,
121402,ahmad-benali,29.0,4,3,3,-,-,1.821',,
21872,gianluca-pegolo,3.0,-,,-,-,-,270',5,1
340063,gianluca-piccoli,36.0,-,-,8,-,-,2.097',,
538974,janis-antiste,22.0,1,-,-,-,-,966',,
401802,danilo-ventola,38.0,3,2,6,-,-,1.354',,
120919,giorgio-siani,36.0,10,3,6,-,-,2.250',,
315856,christian-capone,18.0,1,2,1,-,-,595',,
226006,emanuel-insua,18.0,-,2,6,1,-,1.024',,
581672,samuel-iling-junior,40.0,11,10,4,-,-,3.046',,
540887,enrico-oviszach,33.0,5,6,2,-,-,1.798',,
56841,michelangelo-albertazzi,,,,,,,,,
295766,alessandro-livieri,4.0,-,,-,-,-,288',3,2
394295,lorenzo-spurio,,,,,,,,,
102423,leandro-cabrera,40.0,2,-,7,-,-,3.630',,
654681,pier-paolo-salvati,22.0,-,,1,-,-,1.936',21,10
704337,william-rovida,32.0,-,,1,-,-,2.970',26,14
231614,gilberto,35.0,4,3,7,-,-,2.333',,
84622,sinisa-andjelkovic,6.0,-,-,1,-,-,368',,
344806,lubomir-tupta,27.0,6,1,1,-,-,1.469',,
601877,luan-capanni,34.0,4,2,4,-,-,2.002',,
208690,george-puscas,49.0,10,3,3,-,-,3.083',,
21770,gennaro-sardo,,,,,,,,,
305686,alberto-picchi,22.0,1,-,3,-,-,841',,
75127,ezequiel-munoz,8.0,-,-,-,-,-,625',,
32816,danilo,29.0,1,-,10,-,-,2.572',,
394348,filippo-pavoni,,,,,,,,,
273236,marlon,22.0,-,-,6,1,-,1.844',,
387234,szymon-zurkowski,37.0,6,3,5,-,-,2.394',,
338297,alessandro-turrin,,,,,,,,,
363714,abukar-mohamed,,,,,,,,,
324690,jonathan-ikone,46.0,3,4,6,-,-,2.274',,
124555,cristiano-biraghi,42.0,5,2,4,1,-,3.644',,
418225,mihael-onisa,3.0,-,-,1,-,-,48',,
488873,jan-kubala,16.0,1,6,3,-,-,1.320',,
534082,fabio-ponsi,24.0,-,-,5,-,-,1.072',,
459248,denis-portanova,15.0,-,-,7,-,-,1.148',,
537548,fabrizio-bagheria,2.0,-,,-,-,-,180',2,1
240219,lorenzo-venuti,28.0,2,1,4,-,-,1.990',,
528181,edoardo-corvi,17.0,-,,1,-,-,1.486',29,2
421780,edoardo-vergani,7.0,-,-,1,-,-,163',,
17127,felipe,,,,,,,,,
27471,diego-capel,11.0,-,-,-,-,-,669',,
182893,seko-fofana,41.0,10,2,3,-,-,3.612',,
736034,isaias-delpupo,20.0,1,-,7,-,1,1.210',,
415550,joaquin-ardaiz,40.0,20,4,3,-,-,3.165',,
255473,samuel-gustafson,28.0,1,4,6,-,-,2.441',,
481834,andrea-carboni,33.0,-,1,6,-,-,2.456',,
215167,marco-bleve,7.0,-,,-,-,-,499',4,3
373381,pasquale-giannotti,25,-,-,6,1,-,1.205',,
392085,nicolo-zaniolo,42,8,9,14,1,1,2.876',,
27807,daniele-padelli,4,-,,-,-,-,360',8.0,2
350082,marco-pissardo,39,-,,2,-,-,3.510',45.0,10
281900,paolo-bartolomei,21,-,-,2,-,-,956',,
386574,fabrizio-caligara,33,3,2,7,-,-,1.890',,
247377,kevin-bonifazi,23,-,1,3,1,-,1.298',,
381950,alexis-saelemaekers,46,2,3,4,-,-,2.493',,
73457,aleksandar-pesic,31,14,4,3,-,-,2.480',,
340660,lorenzo-vasco,29,8,-,4,-,-,1.676',,
467994,luca-belardinelli,23,-,-,5,-,-,1.507',,
207877,ruslan-malinovskyi,41,10,7,10,-,-,2.314',,
667060,tommaso-bertini,29,-,,-,-,-,2.570',59.0,3
339707,cristo-gonzalez,33,3,1,1,-,-,1.193',,
637514,carl-davordzie,,,,,,,,,
536460,andrea-ghezzi,31,4,1,5,-,-,2.110',,
240400,agostino-camigliano,27,-,-,4,-,-,2.038',,
504825,gian-marco-crespi,16,-,,1,-,-,1.396',25.0,4
323929,bruno-bertinato,1,-,,-,-,-,120',1.0,-
872380,felix-afena-gyan,27,8,-,5,1,-,1.179',,
401935,orji-okwonkwo,21,8,2,2,-,-,1.506',,
143812,matias-vecino,23,1,-,3,-,-,557',,
47065,filip-djordjevic,,,,,,,,,
38591,nicolas-frey,,,,,,,,,
163222,gregoire-defrel,40,2,2,3,-,-,1.465',,
109598,thomas-heurtaux,,,,,,,,,
99227,andrea-bertolacci,29,8,3,6,-,-,1.970',,
621153,luigi-palomba,36,5,1,8,-,-,3.155',,
381284,luca-borrelli,,,,,,,,,
241527,federico-bonazzoli,33,12,-,6,-,-,1.946',,
71019,bartosz-salamon,26,3,-,3,-,-,2.340',,
7096,daniele-gastaldello,,,,,,,,,
145602,nicolas-castillo,2,-,-,-,-,-,57',,
604579,alessandro-mercati,37,1,6,12,-,-,2.776',,
84545,marco-parolo,,,,,,,,,
255322,josip-posavec,4,-,,-,-,-,360',3.0,2
199248,bryan-cristante,50,3,2,11,-,-,3.829',,
386829,edoardo-bovolon,9,-,-,-,-,-,344',,
290698,dejan-voki%C4%87,17,-,-,5,-,-,502',,
199635,eric-lanini,36,15,5,3,-,-,2.303',,
171399,nicola-murru,24,1,-,6,-,-,1.165',,
429318,sergej-grubac,3,-,-,1,-,-,38',,
7109,andrea-barzagli,,,,,,,,,
372134,pietro-cavagnaro,,,,,,,,,
393604,giacomo-piccardo,,,,,,,,,
164108,bruno-martella,32,2,2,4,-,-,2.161',,
258519,hidde-ter-avest,30,1,3,3,-,-,2.210',,
651727,reinaldo-radu,,,,,,,,,
334835,toma-basic,40,1,3,3,-,-,1.626',,
601577,andre-anderson,16,-,-,5,-,-,297',,
19442,andrea-lazzari,,,,,,,,,
309929,aristoteles-romero,2,-,-,-,-,-,34',,
662752,luis-rojas,12,4,-,-,-,-,611',,
392951,roberto-taliento,1,-,,-,-,-,90',1.0,-
99180,federico-santander,7,1,-,1,-,-,58',,
672792,antonio-ranieri,8,4,3,-,-,-,636',,
375816,manuel-de-luca,34,10,3,5,-,-,2.585',,
224088,olivier-ntcham,38,4,3,4,-,-,1.944',,
444523,lucas-paqueta,44,11,7,4,-,-,3.278',,
621965,daan-dierckx,-,-,-,-,-,-,-,,
16651,enzo-maresca,,,,,,,,,
164897,jean-christophe-bahebeck,15,2,1,1,-,-,622',,
394345,mohamed-rabbas,31,6,-,4,-,-,1.108',,
52893,carlao,32,-,-,6,-,-,2.415',,
73794,duvan-zapata,32,13,7,6,-,-,2.313',,
287876,antonino-la-gumina,34,9,3,3,-,-,2.004',,
163568,alfred-gomis,32,-,,2,-,-,2.846',33.0,12
243239,nikolas-spalek,10,1,-,3,-,-,223',,
213614,jhon-chancellor,34,1,1,6,-,-,2.942',,
119115,diego-falcinelli,6,-,-,-,-,-,55',,
391049,gabriel-meli,7,-,,1,-,-,630',5.0,2
78082,cheick-diabate,28,19,2,4,-,-,2.183',,
240414,alex-meret,15,-,,1,-,-,1.324',23.0,4
481836,gianluca-contini,32,8,1,8,-,-,2.022',,
579299,edoardo-sottini,33,4,-,6,-,-,2.856',,
47513,mato-jajalo,24,-,1,3,-,-,759',,
32113,armando-izzo,13,-,-,4,-,-,629',,
89034,riccardo-brosco,29,1,1,5,-,-,2.353',,
582131,denilho-cleonise,20,-,1,-,-,-,229',,
491705,facundo-colidio,44,8,8,1,-,1,3.007',,
704176,destiny-egharevba,26,5,-,3,-,-,1.232',,
574495,kristoffer-askildsen,22,-,-,6,-,-,950',,
395539,marco-acatullo,,,,,,,,,
504882,claudio-spinelli,35,2,2,4,-,-,1.259',,
339892,francesco-corsinelli,37,2,2,7,1,-,3.221',,
381243,mattia-cozzari,37,5,-,4,1,-,2.920',,
88683,mattia-destro,30,9,1,4,-,-,1.914',,
87893,vasyl-pryima,,,,,,,,,
57643,marcello-gazzola,,,,,,,,,
320658,alessandro-eleuteri,11,-,-,2,-,-,322',,
33571,lorenzo-de-silvestri,31,3,2,7,-,-,2.299',,
200190,alessandro-capello,28,4,4,1,-,-,1.373',,
163690,franco-signorelli,,,,,,,,,
147031,joel-untersee,-,-,-,-,-,-,-,,
382567,matteo-cotali,31,-,-,13,-,-,2.546',,
200192,fabio-eguelfi,4,-,-,1,-,-,145',,
357164,rafael-leao,42,14,12,5,-,-,3.202',,
275303,hans-hateboer,30,-,-,3,-,-,2.112',,
395122,santiago-colombatto,35,3,2,8,-,1,2.492',,
45287,adel-taarabt,42,1,5,6,-,1,1.515',,
507486,simon-sohm,29,-,-,6,-,-,1.617',,
34370,diego-lopez,38,-,,3,-,-,3.389',52.0,11
704079,matevz-dajcar,14,-,,-,-,-,1.260',27.0,1
603891,emmanuel-ekong,8,3,1,1,-,-,680',,
240822,vincenzo-tommasone,33,2,4,4,-,-,1.994',,
66109,fabio-daprela,34,-,1,10,-,-,2.959',,
287717,emanuele-ndoj,18,-,-,3,1,-,581',,
36293,serge-gakpe,1,-,-,-,-,-,46',,
195199,aniello-salzano,20,1,2,4,-,-,997',,
465003,michael-scarf,,,,,,,,,
441264,julian-illanes,29,1,2,12,1,-,2.318',,
320915,cy-goddard,31,-,4,2,-,-,1.161',,
663939,andrea-oliveri,42,5,7,11,-,-,3.145',,
547985,fabiano-parisi,25,-,1,5,-,-,1.475',,
574889,simone-ianesi,25,19,3,1,-,-,2.172',,
56762,pasquale-schiattarella,18,-,-,4,-,-,1.280',,
44709,paolo-de-ceglie,,,,,,,,,
167895,luca-rizzo,19,-,2,1,-,-,552',,
149946,raphael-martinho,,,,,,,,,
340267,giulio-parodi,,,,,,,,,
704260,eugenio-fusco,3,-,,1,-,-,270',5.0,1
451310,maxime-leverbe,42,-,1,8,-,-,3.739',,
401161,matteo-soncin,14,-,,2,-,-,1.290',10.0,6
647534,joel-voelkerling-persson,32,14,7,4,1,-,2.312',,
603676,leonardo-pezzola,34,2,1,3,-,-,2.762',,
98888,artur-ionita,41,2,1,5,-,-,3.084',,
110309,lucas-orban,9,-,1,1,-,1,477',,
461909,diego-abbrandini,10,-,,1,-,-,823',12.0,4
108119,aljaz-struna,,,,,,,,,
655525,yeferson-paz,35,3,3,8,-,-,3.030',,
581912,diego-zuppel,7,-,-,2,-,-,479',,
47544,michel-morganella,8,-,-,1,-,-,208',,
405885,giacomo-raspadori,38,10,6,8,1,-,2.933',,
460034,giuseppe-marciano,6,-,,1,-,-,540',14.0,1
302478,davide-arras,37,7,-,3,-,1,1.809',,
115507,bruno-zuculini,31,3,-,8,1,-,1.788',,
292333,ransford-selasi,26,-,-,6,-,1,1.883',,
260777,sedrick-kalombo,13,1,1,3,-,1,960',,
406842,riccardo-capellini,25,-,-,6,1,-,1.933',,
487839,simone-trimboli,9,1,-,3,-,-,379',,
156521,laurentiu-branescu,1,-,,-,-,-,90',1.0,-
368559,adam-nagy,39,-,1,6,-,1,3.094',,
284595,tommaso-augello,38,1,2,-,-,-,2.566',,
455209,francesco-pezziardi,19,-,-,3,-,-,1.304',,
205023,rai-vloet,30,12,2,5,-,-,2.364',,
258482,boris-radunovi%C4%87,5,-,,-,-,1,433',7.0,1
273131,francesco-giorno,20,-,1,5,-,-,1.141',,
608469,adolfo-gaich,29,1,3,3,1,-,999',,
239941,lukas-haraslin,42,6,8,5,-,-,2.566',,
73786,pablo-armero,,,,,,,,,
189340,gianluca-di-chiara,34,1,3,10,-,-,2.966',,
61253,jose-callejon,33,1,3,-,-,-,1.456',,
466124,luka-markovic,29,3,3,4,-,-,1.596',,
253857,alessandro-piu,31,9,1,-,-,-,1.761',,
540941,mikkel-damsgaard,12,-,-,1,-,-,613',,
242537,samuele-massolo,17,-,,1,-,-,1.467',10.0,8
563812,christian-oliva,41,-,1,5,-,1,1.881',,
538072,ibrahim-karamoko,13,-,1,3,-,-,372',,
96254,pietro-terracciano,36,-,,-,-,-,3.201',47.0,10
286275,armando-anastasio,11,-,-,1,-,-,397',,
146889,peter-ankersen,42,3,5,3,-,-,2.828',,
818878,wisdom-amey,36,2,-,10,-,1,3.007',,
315865,andrea-pinamonti,37,13,2,4,-,-,2.915',,
139169,claiton,,,,,,,,,
6033,francesco-lodi,27,7,8,2,-,-,2.188',,
303140,mauricio-lemos,16,1,-,3,-,-,1.053',,
346561,luca-ranieri,27,1,-,9,-,-,2.114',,
148252,remo-freuler,43,2,6,11,-,-,3.527',,
356010,alessio-zini,22,1,-,5,-,-,1.608',,
256267,vedat-muriqi,32,5,4,8,-,-,1.913',,
37918,matias-fernandez,12,1,1,2,-,1,459',,
140748,danilo-avelar,23,1,2,4,-,-,1.078',,
4310,bogdan-lobont,,,,,,,,,
230552,diego-laxalt,16,-,-,5,-,-,1.215',,
297646,alessandro-mattioli,19,-,1,9,-,-,1.402',,
131731,mehdi-bourabia,9,1,-,1,-,-,321',,
465279,marco-ballarini,13,-,-,1,-,-,316',,
136605,carlos-carbonero,,,,,,,,,
401920,kingsley-michael,2,-,-,-,-,-,77',,
617170,martin-palumbo,21,-,1,1,-,-,838',,
303182,nazareno-battista,28,5,4,3,-,-,1.748',,
129444,david-lopez,18,-,-,2,-,-,735',,
338107,simone-rossetti,33,6,2,6,-,1,1.498',,
24661,milan-bisevac,-,-,-,-,-,-,-,,
15904,thomas-vermaelen,,,,,,,,,
80351,josip-ilicic,24,4,5,1,-,-,1.086',,
704710,jacopo-fedrizzi,18,-,2,-,-,-,917',,
663900,giovanni-bonfanti,33,2,1,9,1,-,2.862',,
91914,davide-bertoncini,14,-,-,5,-,-,1.049',,
472176,salvatore-boccia,20,-,-,1,-,-,1.345',,
549791,augustus-kargbo,33,3,3,3,-,1,1.732',,
469690,nik-prelec,11,1,1,2,-,-,160',,
268590,eloge-yao,28,-,1,3,-,1,2.211',,
394352,massimo-bertagnoli,40,3,1,2,-,-,2.501',,
567217,ebrima-colley,13,1,1,1,-,-,494',,
331514,bobby-adekanye,4,-,-,1,-,-,71',,
397222,lorenzo-rivi,,,,,,,,,
7093,francesco-magnanelli,13,-,-,1,-,-,307',,
397228,luca-scordino,,,,,,,,,
539134,daniel-maldini,13,1,-,1,-,-,237',,
127217,alessandro-berardi,1,-,,-,-,-,90',3,-
457773,abdallah-basit,9,-,1,4,-,-,581',,
240357,luca-palmiero,30,-,1,5,1,-,1.985',,
662562,giuseppe-dagostino,35,5,6,6,-,-,2.839',,
470794,ivan-ilic,34,2,5,6,-,1,2.569',,
43237,massimo-zappino,,,,,,,,,
490384,koni-de-winter,34,2,-,5,-,1,2.505',,
241477,thomas-ouwejan,30,3,8,1,-,-,2.556',,
136142,armando-vajushi,12,6,1,-,-,-,807',,
607586,enzo-adeagbo,20,-,-,2,-,-,1.718',,
357178,lorenzo-valeau,20,1,3,2,-,-,1.341',,
315867,gianluca-scamacca,38,16,1,7,-,-,2.309',,
23366,eros-schiavon,,,,,,,,,
489611,filippo-ranocchia,32,1,3,7,-,-,2.436',,
196978,ivan-lakicevic,20,-,-,1,-,-,1.163',,
129473,rafinha,26,1,-,3,-,-,1.483',,
280416,housem-ferchichi,31,1,-,5,-,-,1.882',,
239962,denis-vavro,18,1,1,5,-,-,1.447',,
139307,raffaele-pucino,23,1,1,3,-,-,1.629',,
243871,nicola-guglielmelli,17,3,2,1,-,-,1.073',,
392958,enrico-zanoni,8,-,-,-,-,-,343',,
573979,tofol-montiel,25,1,1,2,-,-,627',,
555015,ruan-tressoldi,12,-,-,1,-,-,384',,
318707,karlo-letica,4,-,,2,-,-,360',1,3
63186,roberto-soriano,36,1,4,5,1,1,2.722',,
268426,arnel-jakupovic,41,14,4,-,-,-,3.123',,
2904,rafa-marquez,,,,,,,,,
297649,leonardo-rivoira,,,,,,,,,
125019,lisandro-lopez,13,4,-,6,-,-,1.152',,
199941,andrea-beghetto,33,-,2,5,-,-,1.744',,
570817,maxime-busi,25,1,-,4,-,-,1.625',,
500164,laurens-serpe,2,-,-,-,-,-,42',,
400489,eljif-elmas,46,7,6,4,-,-,2.337',,
88688,federico-furlan,22,-,1,2,-,-,1.328',,
613533,ivan-saio,31,-,,3,-,-,2.820',50,6
69646,jens-stryger-larsen,12,-,1,1,-,-,746',,
131102,jeison-murillo,23,-,-,6,-,1,1.499',,
230166,haitam-aleesami,22,1,-,3,-,-,1.151',,
119228,luis-muriel,39,14,10,2,-,-,2.056',,
55215,javier-pastore,15,-,-,2,-,1,663',,
373373,lucas-martinez-quarta,22,1,-,10,1,-,1.598',,
622031,tommaso-de-nipoti,26,4,6,2,-,-,1.815',,
163053,mame-thiam,27,12,5,2,-,-,2.327',,
369381,modou-badjie,-,-,-,-,-,-,-,,
323167,matteo-gabbia,10,-,-,3,-,-,675',,
22249,cristian-raimondi,,,,,,,,,
83409,michele-cremonesi,15,6,-,3,1,-,1.146',,
445434,vasco-oliveira,20,1,-,4,-,-,1.768',,
340256,samuel-delli-carri,24,2,-,6,1,-,1.902',,
75942,tomas-rincon,27,-,-,6,-,-,1.546',,
475149,marco-imperiale,32,-,5,6,-,-,2.571',,
69374,adem-ljaji%C4%87,-,-,-,-,-,-,-,,
392331,alessandro-dandrea,9,-,,-,-,-,802',13,3
188157,sebastian-cristoforo,28,-,-,6,-,-,1.381',,
277167,gian-marco-ferrari,38,1,1,6,1,-,3.306',,
131758,jesse-joronen,41,-,,2,-,-,3.656',39,15
336125,mergim-vojvoda,30,-,3,3,-,-,2.018',,
512344,jandrei,43,-,,1,-,-,3.809',44,14
237658,michel-aebischer,40,4,9,10,-,-,2.464',,
64793,leonardo-pavoletti,35,5,2,9,-,-,1.685',,
417515,mbaye-seck,38,5,4,6,-,-,3.183',,
546627,jacopo-pellegrini,18,-,1,2,-,-,687',,
42796,nicola-ravaglia,1,-,,-,-,-,4',1,-
341705,gerson,48,11,10,6,1,-,3.486',,
568617,razvan-sava,-,-,,-,-,-,-,-,-
385396,ryan-nolan,1,-,-,1,-,-,64',,
407094,szymon-czyz,25,-,2,2,-,-,1.318',,
709986,giacomo-toniolo,12,-,,-,-,-,1.080',31,-
60128,luca-rossettini,,,,,,,,,
59340,iago-falque,18,2,1,1,-,-,802',,
556385,destiny-udogie,37,5,3,4,-,-,2.693',,
627213,gabriel-pereira,6,-,,-,-,-,476',2,4
557132,matteo-saccani,37,1,3,10,-,-,2.726',,
640109,martin-satriano,23,5,1,6,-,1,1.289',,
111893,giancarlo-gonzalez,46,3,-,14,1,-,4.110',,
170085,daniele-altobelli,29,1,1,9,-,-,2.170',,
418881,riccardo-doratiotto,22,3,-,1,-,-,402',,
340707,leonardo-sernicola,34,-,1,8,-,-,2.895',,
642689,mikael,11,5,-,1,-,-,314',,
571607,fabio-miretti,41,6,4,3,-,-,3.065',,
52513,henrique,32,2,-,8,-,1,2.866',,
56830,sebastien-de-maio,26,2,2,3,-,1,2.205',,
242965,mamadou-tounkara,17,3,2,4,2,-,747',,
347647,vincenzo-ceci,,,,,,,,,
51186,nicolas-spolli,,,,,,,,,
357992,raoul-bellanova,31,1,2,3,-,-,2.500',,
297635,matteo-gasperoni,1,-,-,-,-,-,120',,
40372,borja-valero,,,,,,,,,
459890,maj-roric,6,-,-,-,-,-,123',,
255942,nicolo-barella,48,4,13,9,-,1,3.934',,
16873,claudio-terzi,30,1,-,11,-,1,2.623',,
394855,tommaso-farabegoli,10,-,-,1,-,-,354',,
5825,marco-borriello,,,,,,,,,
334373,jhon-fredy-miranda,5,-,-,-,-,-,180',,
240252,karlo-lulic,31,2,3,5,-,-,1.768',,
194549,simy,32,2,4,1,-,1,1.521',,
135208,riza-durmisi,9,-,-,-,-,-,612',,
431698,bosko-sutalo,25,-,-,1,-,-,988',,
392048,erald-lakti,17,-,-,1,-,-,450',,
33923,blaise-matuidi,,,,,,,,,
534174,samuele-vianni,26,-,-,-,-,-,670',,
456650,vincenzo-pinto,18,-,-,1,-,-,501',,
40660,alessandro-matri,,,,,,,,,
39983,leonardo-bonucci,34,5,-,1,-,-,2.816',,
362344,lorenzo-callegari,21,-,1,6,-,-,1.245',,
658244,luigi-samele,32,12,2,4,-,-,2.347',,
250781,roberto-pirrello,7,-,-,-,-,-,630',,
197468,davide-agazzi,26,1,2,7,1,-,1.608',,
809986,valerio-boffelli,5,-,,-,-,-,450',6,1
22139,abdoulay-konko,,,,,,,,,
130354,nnamdi-oduamadi,6,-,-,1,-,-,260',,
460898,damir-ceter,5,2,1,-,-,-,289',,
354136,vitalie-damascan,21,2,1,-,-,-,805',,
56703,simone-padoin,,,,,,,,,
167791,stefano-beltrame,21,1,3,2,-,-,1.424',,
242550,edoardo-oneto,32,3,3,6,-,-,1.832',,
57644,lys-gomis,,,,,,,,,
46105,ivan-radovanovic,14,1,1,4,-,-,1.067',,
397063,sebastiano-longo,32,6,-,2,1,-,1.886',,
323426,andrea-magrini,4,-,-,-,-,-,278',,
371013,ivor-pandur,5,-,,-,-,-,450',10,1
567444,emanuel-ercolano,28,3,3,5,-,-,1.928',,
287903,simone-minelli,2,-,-,-,-,-,36',,
74687,dominik-furman,26,-,3,5,1,1,1.626',,
392956,enrico-del-prato,34,1,2,7,-,-,2.862',,
467235,alexander-molberg,1,1,-,1,-,-,120',,
160471,petar-brlek,20,-,-,2,-,-,814',,
20003,matias-silvestre,20,-,-,1,-,-,1.418',,
544149,david-zima,27,-,-,4,-,-,1.803',,
209649,alexandru-mitrita,38,3,3,6,-,-,1.725',,
421777,mattia-sandri,31,1,3,8,1,-,2.252',,
315871,federico-valietti,10,-,-,-,-,-,483',,
189441,lucas-ocampos,42,9,6,12,-,-,3.097',,
30263,stefano-padovan,38,4,4,4,-,-,2.591',,
336959,marco-toscano,30,-,1,7,-,-,2.296',,
231381,andrea-fulignati,-,-,,-,-,-,-,-,-
293210,amer-gojak,39,2,1,3,-,-,1.735',,
434676,ronaldo-vieira,15,-,-,4,-,-,515',,
99523,nicolas,40,-,,2,-,-,3.612',42,15
30638,sergio-floccari,,,,,,,,,
256358,bruno-petkovic,45,11,5,7,1,-,3.183',,
459697,niccolo-chiorra,35,-,,4,-,-,3.150',40,12
357117,alban-lafont,39,-,,3,-,-,3.510',48,9
