id,name,appearances,goals,asists,yellow_cards,second_yellow_cards,red_cards,minutes_played,goals_conceded,clean_sheets
479945,carl-stewart,,,,,,,,,
384461,jakub-moder,32,2,4,2,-,-,2.006',,
134424,nick-powell,22,7,2,2,-,-,1.469',,
312533,callum-williams,,,,,,,,,
45671,cenk-tosun,3,-,-,-,-,-,11',,
503770,folarin-balogun,38,18,6,1,-,-,2.328',,
121388,jake-kean,,,,,,,,,
353674,keshi-anderson,35,6,5,6,-,-,2.690',,
83430,albert-adomah,38,2,4,3,-,-,2.560',,
351749,kalvin-phillips,23,1,1,4,-,-,1.866',,
31720,sebastian-larsson,31,6,1,11,-,-,2.674',,
52059,zanka,10,1,-,2,-,-,697',,
348623,mason-holgate,29,3,1,7,-,1,2.492',,
45403,andre-ayew,28,18,2,2,-,-,1.792',,
74869,francis-coquelin,28,3,2,4,1,-,1.286',,
293569,josh-brownhill,38,2,3,10,-,-,3.223',,
148367,christian-norgaard,38,3,4,8,-,-,3.201',,
45693,glenn-murray,,,,,,,,,
460683,max-taylor,29,3,-,3,-,-,2.383',,
696762,jonathan-tomkinson,23,3,-,5,-,-,2.081',,
271997,callum-elder,28,-,1,2,-,-,1.951',,
293784,conor-masterson,39,1,-,3,-,-,3.211',,
177907,harry-maguire,37,2,-,8,1,-,3.169',,
85475,federico-fernandez,10,-,-,1,-,-,785',,
44741,beram-kayal,33,5,4,14,-,-,2.859',,
302215,naby-keita,40,4,3,4,-,-,2.088',,
242631,alex-iwobi,32,3,3,1,-,-,2.234',,
128223,alvaro-morata,48,12,9,5,-,-,3.203',,
258011,xande-silva,11,-,1,-,-,-,323',,
606718,toti,26,1,-,6,1,-,2.186',,
875581,adrian-blake,2,1,-,-,-,-,210',,
177771,connor-smith,15,-,-,3,-,-,460',,
197743,filippo-costa,3,-,-,-,-,-,200',,
63494,etienne-capoue,44,3,5,11,1,-,3.499',,
82863,lukas-rupp,22,2,-,1,-,-,1.004',,
470606,leighton-clarkson,19,2,3,3,-,-,1.401',,
31552,scott-sinclair,27,2,-,2,-,-,939',,
210178,pablo-mari,18,2,-,3,-,1,1.612',,
176553,aymeric-laporte,44,4,-,7,-,1,3.755',,
339253,daniel-grimshaw,29,-,,2,-,-,2.540',32,10
340950,diogo-jota,55,21,8,6,-,-,3.574',,
123275,tom-cairney,28,3,4,3,-,-,1.596',,
89231,johann-berg-gudmundsson,19,-,1,2,-,-,1.179',,
77100,lucas-moura,45,6,8,4,-,-,2.435',,
49499,georginio-wijnaldum,38,3,3,2,-,-,1.994',,
110861,gary-gardner,37,7,-,9,-,2,2.961',,
566799,james-trafford,33,-,,1,-,-,2.970',46,9
422930,elias-sorensen,29,9,3,7,-,-,1.762',,
3455,zlatan-ibrahimovi%C4%87,27,8,3,3,-,-,1.167',,
104586,lee-tomlin,5,-,-,1,-,-,153',,
35855,cameron-jerome,37,5,7,6,-,-,1.698',,
290017,hassane-kamara,30,1,-,6,1,-,2.167',,
369171,niall-ennis,28,4,4,-,-,-,1.511',,
139208,virgil-van-dijk,51,3,5,4,-,-,4.621',,
357662,declan-rice,50,5,4,11,-,-,4.422',,
60577,nicolas-nkoulou,3,-,-,-,-,-,168',,
229970,tom-lawrence,39,11,5,10,1,1,3.297',,
406635,phil-foden,45,14,11,2,-,-,3.184',,
85324,borja-baston,40,22,2,4,-,-,3.228',,
382554,tyrese-campbell,33,6,3,2,-,-,1.405',,
289843,sean-goss,31,1,5,7,-,-,2.438',,
186186,bobby-de-cordova-reid,44,8,7,4,-,-,2.749',,
272642,allan-saint-maximin,37,5,5,6,-,-,2.915',,
559130,harrison-ashby,27,3,6,10,-,1,2.256',,
565406,kazeem-olaigbe,25,14,5,2,-,-,2.206',,
337787,connor-ronan,30,8,5,2,-,1,2.400',,
343475,ben-godfrey,27,-,-,7,-,-,2.345',,
388160,fraser-hornby,11,1,-,1,-,-,400',,
671074,caleb-taylor,23,-,2,2,-,-,1.951',,
610621,james-morris,1,-,-,-,-,-,90',,
170934,mario-lemina,36,2,-,6,1,-,2.124',,
249126,harry-winks,30,1,2,3,-,-,1.696',,
3292,joey-barton,,,,,,,,,
614811,joe-white,31,2,7,7,-,-,2.109',,
122155,willian-jose,44,11,5,2,-,-,2.150',,
60990,bruno-ecuele-manga,24,2,1,1,-,-,2.078',,
132214,joao-carlos-teixeira,13,2,3,4,-,-,886',,
242089,jindrich-stanek,30,-,,4,-,-,2.671',20,15
63821,aron-gunnarsson,28,3,1,2,-,-,2.195',,
315762,luca-de-la-torre,36,1,2,3,-,-,3.042',,
295073,kleton-perntreou,1,-,,-,-,-,90',5,-
163744,jack-stephens,16,-,-,4,-,-,1.320',,
149237,anthony-knockaert,7,-,-,-,-,-,216',,
340310,marc-bola,25,1,1,4,-,-,1.815',,
67416,neil-taylor,17,-,-,3,-,-,1.342',,
37171,craig-gardner,,,,,,,,,
505194,luke-thomas,33,-,1,5,-,-,2.816',,
157501,mbaye-niang,23,7,2,3,-,-,842',,
736251,vincent-angelini,-,-,,-,-,-,-,-,-
386148,joe-quigley,35,9,-,6,-,-,2.132',,
183288,luke-shaw,27,-,5,11,-,-,2.212',,
504508,michael-collins,,,,,,,,,
191614,fred,36,4,6,8,-,-,2.592',,
91970,juan-cuadrado,45,5,7,11,-,-,3.303',,
392775,ryan-sessegnon,22,-,2,3,1,-,1.467',,
35564,fernando-llorente,22,2,1,1,-,1,742',,
433182,luis-longstaff,31,4,3,4,1,-,1.244',,
484387,matty-longstaff,23,6,2,2,-,-,1.819',,
475411,wesley-fofana,12,1,-,3,-,-,1.068',,
44624,dieumerci-mbokani,1,-,-,-,-,-,77',,
126422,allan,31,-,3,7,-,1,2.487',,
486100,jake-walker,34,1,1,8,-,-,2.864',,
62947,tomas-mejias,13,-,,-,-,-,1.080',20,3
272999,miguel-almiron,32,1,-,2,-,-,1.756',,
468002,ben-johnson,35,1,-,2,-,-,2.680',,
272621,sylvain-deslandes,31,1,2,7,-,-,2.727',,
66994,gary-madine,35,9,-,4,-,-,2.544',,
532464,daniel-adshead,23,-,-,3,-,-,1.472',,
86793,gabriele-angella,24,-,-,5,-,-,1.970',,
60744,daryl-janmaat,12,-,2,2,-,-,711',,
56818,morgan-schneiderlin,24,-,1,2,-,1,902',,
36859,leon-clarke,11,2,-,-,-,-,246',,
5285,patrice-evra,,,,,,,,,
240306,bruno-fernandes,46,10,14,10,-,-,3.861',,
503765,james-hillson,-,-,,-,-,-,-,-,-
121990,wellington-silva,17,2,1,-,-,-,432',,
655986,reece-welch,30,1,1,4,-,-,2.535',,
420808,george-hirst,46,15,3,2,-,-,2.842',,
657863,lewis-richardson,4,-,1,-,-,-,255',,
741700,frankie-ealing,33,-,2,7,-,-,2.725',,
611845,ciaron-brown,19,1,-,2,-,-,1.487',,
19368,mousa-dembele,,,,,,,,,
346472,tom-dele-bashiru,39,4,3,2,-,-,2.532',,
256977,daniel-podence,30,6,3,2,-,-,1.799',,
504148,tariq-lamptey,32,-,2,4,-,-,1.672',,
88755,kevin-de-bruyne,45,19,14,4,-,-,3.338',,
49734,jan-kirchhoff,,,,,,,,,
134657,omar-bogle,33,6,1,3,-,-,2.231',,
686837,charlie-savage,29,2,2,6,-,-,2.165',,
581890,lukas-jensen,8,-,,1,-,-,720',17,1
141660,jesse-lingard,22,2,1,1,-,-,547',,
121398,tommy-smith,34,1,6,6,-,1,2.866',,
413032,ibrahima-diallo,30,1,2,4,-,-,1.523',,
526258,karlo-ziger,16,-,,-,-,-,1.440',24,2
496652,dylan-levitt,30,6,1,4,-,-,2.475',,
129604,ezgjan-alioski,30,6,9,7,-,-,2.691',,
238639,steve-mounie,38,10,2,1,-,-,2.513',,
30690,sergio-romero,16,-,,2,-,-,1.440',33,3
444641,louie-moulden,35,-,,1,-,-,3.210',51,8
16408,orestis-karnezis,3,-,,-,-,-,270',1,2
249565,youri-tielemans,50,7,5,4,-,-,4.096',,
3614,tony-hibbert,,,,,,,,,
670846,ben-chrisene,7,-,1,-,-,-,427',,
62121,odion-ighalo,45,35,5,3,-,-,3.971',,
382552,mace-goodridge,31,4,-,5,-,-,1.645',,
703470,brandon-pierrick,11,-,2,-,-,-,360',,
3838,boaz-myhill,,,,,,,,,
349701,antonee-robinson,37,3,4,6,-,-,3.032',,
181380,arthur-masuaku,24,1,1,1,-,-,1.279',,
338070,konstantinos-tsimikas,26,-,6,3,-,-,1.710',,
62008,stefan-johansen,37,1,5,9,-,-,2.934',,
427691,thanawat-suengchitthawon,19,1,1,1,-,-,1.339',,
61560,marc-albrighton,31,3,3,5,-,-,1.834',,
183286,diego-poyet,,,,,,,,,
63824,libor-kozak,29,5,4,5,-,-,1.760',,
36500,ola-toivonen,26,6,1,5,-,-,1.109',,
594721,melkamu-frauendorf,33,8,6,-,-,-,2.472',,
95435,connor-wickham,17,1,-,-,-,-,364',,
303254,fikayo-tomori,40,1,-,7,-,-,3.356',,
575210,harrison-sohna,24,2,3,2,-,-,2.110',,
3160,john-terry,,,,,,,,,
58864,pierre-emerick-aubameyang,38,20,3,3,-,-,2.629',,
3332,wayne-rooney,,,,,,,,,
289845,matty-willock,15,2,-,1,-,1,696',,
225452,patrick-roberts,21,2,1,1,-,-,1.102',,
251912,semi-ajayi,31,1,2,3,-,-,2.473',,
295630,dimitrios-giannoulis,22,-,1,2,-,-,1.406',,
392761,zechariah-medley,20,1,-,2,-,-,1.472',,
255755,alex-telles,26,1,4,3,-,-,2.025',,
182618,tiemoue-bakayoko,18,-,-,4,-,-,610',,
214927,brandon-barker,6,-,1,-,-,-,174',,
285845,ainsley-maitland-niles,23,-,1,-,-,-,1.123',,
4267,tim-howard,,,,,,,,,
371021,arijanet-muric,32,-,,3,-,-,2.869',38,10
293450,baily-cargill,39,-,-,5,-,-,3.146',,
501156,akos-onodi,,,,,,,,,
466794,eric-garcia,36,-,-,9,1,1,2.807',,
193861,ryan-fulton,21,-,,1,-,-,1.890',38,4
133179,marten-de-roon,44,3,1,9,1,-,3.664',,
528888,tyrese-francois,11,-,-,2,-,-,810',,
14044,andy-lonergan,-,-,,-,-,-,-,-,-
506213,joy-mukena,31,1,-,5,-,-,2.567',,
431424,george-marsh,31,-,-,10,-,-,2.193',,
9966,almen-abdi,,,,,,,,,
168157,leander-dendoncker,34,3,4,4,-,-,2.282',,
401320,dara-oshea,16,2,-,2,-,-,1.182',,
284165,steven-bergwijn,32,4,2,2,-,-,871',,
346551,kamil-grabara,44,-,,3,-,1,3.879',30,23
347439,jack-mckay,34,5,-,2,-,-,2.542',,
46791,bakary-sako,8,1,-,-,-,-,184',,
17804,sebastien-pocognoli,,,,,,,,,
507472,alexandre-jankewitz,26,1,4,2,-,-,1.082',,
33963,david-nugent,,,,,,,,,
4063,stewart-downing,,,,,,,,,
16810,marco-amelia,,,,,,,,,
37157,stephane-sessegnon,,,,,,,,,
506965,james-olayinka,16,2,-,-,-,-,792',,
268185,joe-williams,23,-,2,7,-,-,1.289',,
65467,vicente-iborra,24,-,1,4,-,-,1.218',,
19041,gokhan-inler,34,1,1,3,-,-,1.975',,
416622,jordan-green,35,8,-,5,-,-,2.515',,
279455,harry-wilson,43,11,21,6,-,1,3.589',,
746740,daniel-jebbison,34,9,-,4,-,-,1.748',,
428016,brandon-austin,-,-,,-,-,-,-,-,-
129085,jores-okore,29,1,1,-,-,-,2.565',,
163530,adam-reach,36,2,2,3,-,-,2.205',,
100507,juan-carlos-paredes,28,1,-,3,-,-,2.166',,
340324,eddie-nketiah,28,10,1,3,-,-,1.283',,
29391,michael-mcgovern,1,-,,1,-,-,90',-,1
480692,luis-diaz,54,22,11,3,-,-,3.953',,
175745,brad-smith,16,-,1,2,-,-,1.154',,
68306,alberto-paloschi,21,4,1,2,-,-,1.371',,
76608,abel-hernandez,18,3,2,-,-,-,633',,
175169,bernard,31,6,5,7,1,-,2.534',,
41416,james-mcarthur,23,-,4,3,-,-,1.534',,
160438,mohamed-elneny,17,-,2,1,-,-,1.052',,
357958,josh-robson,3,-,-,1,-,-,196',,
232418,ondrej-duda,34,2,1,5,-,-,1.731',,
15799,santi-cazorla,25,7,12,-,-,-,1.989',,
104223,jordy-clasie,46,3,5,7,-,1,3.706',,
264660,isaac-christie-davies,2,-,-,-,-,-,84',,
628451,romeo-lavia,30,1,2,4,1,-,2.518',,
383152,andre-olukanmi,,,,,,,,,
61573,jonathan-hogg,37,2,1,4,-,-,3.077',,
406559,timothy-eyoma,28,1,-,6,-,1,2.276',,
227185,jason-mccarthy,39,1,4,4,-,-,3.310',,
136610,papy-djilobodji,34,6,1,7,-,1,2.924',,
258883,jonjoe-kenny,21,-,3,2,1,-,1.422',,
51152,aleksandar-mitrovi%C4%87,46,43,7,10,-,-,3.961',,
51321,darren-randolph,-,-,,-,-,-,-,-,-
372670,paulinho,3,-,-,1,-,-,132',,
101682,scott-malone,41,3,5,5,-,-,3.303',,
184672,guido-carrillo,45,6,1,5,-,-,2.218',,
357656,jayson-molumby,33,1,-,11,1,-,1.874',,
181778,emerson,37,1,2,4,-,1,2.856',,
215677,mouez-hassen,17,-,,3,-,-,1.530',9,10
316125,ben-chilwell,13,3,1,-,-,-,841',,
30670,vurnon-anita,34,1,1,3,-,-,2.804',,
605498,sebastian-soto,20,1,1,-,-,-,485',,
171260,jay-fulton,21,-,-,1,-,-,937',,
62638,nathan-baker,15,1,-,1,-,-,1.007',,
134277,julian-jeanvier,-,-,-,-,-,-,-,,
43261,gabriel-obertan,16,4,3,-,-,1,1.181',,
8198,cristiano-ronaldo,39,24,3,10,-,-,3.217',,
66333,ahmed-elmohamady,,,,,,,,,
397102,josh-benson,27,-,1,6,-,-,1.473',,
265471,matt-grimes,48,-,2,6,-,-,4.264',,
40611,ryan-bertrand,11,-,-,2,-,-,751',,
17396,mathieu-flamini,,,,,,,,,
91251,cuco-martina,15,-,-,1,-,-,1.019',,
307497,matt-clarke,34,1,-,5,-,-,2.798',,
119296,emre-can,28,5,1,6,-,1,1.943',,
677311,anthony-mancini,12,-,2,-,-,-,664',,
182201,ally-samatta,42,9,5,2,-,1,2.067',,
122011,markus-henriksen,32,-,-,4,-,1,2.907',,
507700,brandon-williams,29,-,1,9,-,-,2.331',,
107617,dionatan-teixeira,,,,,,,,,
229826,elliot-lee,40,4,4,3,-,-,2.657',,
312553,liam-gibson,33,1,1,7,-,-,2.241',,
244309,luke-croll,12,1,-,2,-,-,1.037',,
41112,jose-cholevas,11,2,3,1,1,-,933',,
433184,rayhaan-tulloch,9,2,1,1,-,-,448',,
121260,conor-mcaleny,26,2,1,1,-,-,1.318',,
268527,shaun-donnellan,28,1,-,6,-,-,2.002',,
565419,jack-bearne,28,8,4,2,-,-,1.981',,
183318,jamaal-lascelles,27,1,-,5,-,-,2.146',,
576121,josh-wilson-esbrand,21,2,2,2,-,-,1.533',,
214104,james-wilson,47,15,3,4,-,-,3.462',,
243690,jerell-sellars,-,-,-,-,-,-,-,,
640432,xavier-mbuyamba,26,2,1,2,-,1,2.195',,
124983,bryan-oviedo,11,-,2,-,-,-,677',,
314266,jonathan-leko,36,3,3,4,-,-,2.007',,
129893,molla-wague,4,-,-,-,-,-,270',,
292246,hee-chan-hwang,34,5,2,2,-,-,1.979',,
597659,charlie-cresswell,21,-,-,4,1,-,1.152',,
399369,beni-baningime,27,2,2,5,-,-,2.250',,
646658,aaron-ramsey,24,6,5,2,-,-,1.397',,
52769,willian,36,1,4,2,-,-,2.270',,
35571,jose-enrique,,,,,,,,,
61592,james-tomkins,9,1,-,2,-,-,627',,
118534,michael-keane,38,3,2,3,1,-,3.282',,
262980,jefferson-lerma,34,1,3,8,-,2,2.860',,
379980,meritan-shabani,1,-,-,-,-,-,19',,
37579,alexandre-pato,27,4,5,1,-,-,1.584',,
13460,lee-grant,-,-,,-,-,-,-,-,-
54781,nicolas-otamendi,43,-,1,12,1,-,3.818',,
68645,martin-montoya,10,-,1,3,-,-,802',,
129078,nathan-redmond,32,3,6,-,-,-,2.128',,
149498,gabriel-paulista,21,2,1,4,-,-,1.796',,
171424,riyad-mahrez,47,24,9,1,-,-,2.931',,
61653,conor-hourihane,31,1,4,4,-,-,1.626',,
110864,sam-johnstone,36,-,,4,-,1,3.235',33,15
128904,ben-gibson,31,-,-,4,1,-,2.765',,
473080,regan-slater,16,-,1,2,-,-,1.037',,
29055,jesus-gamez,,,,,,,,,
13091,yaya-toure,,,,,,,,,
207302,sergio-rico,16,-,,-,-,-,1.372',31,1
90681,eliaquim-mangala,15,1,-,9,-,-,1.303',,
511802,rocky-bushiri,17,-,-,8,-,1,1.356',,
131978,ross-barkley,14,1,-,-,-,-,452',,
76799,miguel-britos,,,,,,,,,
24180,martin-skrtel,21,1,-,8,-,1,1.811',,
228645,wout-weghorst,44,9,4,7,-,-,3.496',,
136647,charalampos-mavrias,27,1,4,3,-,-,1.664',,
73517,orjan-nyland,13,-,,-,-,-,1.170',22,2
621997,cieran-slicker,20,-,,2,-,-,1.800',34,7
33829,jose-fonte,49,-,2,7,-,-,4.410',,
92738,mateusz-klich,37,1,2,5,-,-,2.303',,
614084,luke-matheson,26,-,-,3,1,-,1.963',,
234803,andrew-robertson,47,3,15,7,-,1,4.001',,
285551,joel-coleman,21,-,,2,-,-,1.890',23,7
220755,matthew-pennington,51,3,1,12,-,1,4.521',,
37957,alex-bruce,,,,,,,,,
291739,milot-rashica,35,2,2,-,-,-,2.445',,
25366,michael-kightly,,,,,,,,,
135853,manuel-lanzini,46,7,4,7,-,-,2.925',,
7449,gael-clichy,31,-,3,7,1,-,2.746',,
4233,adam-federici,,,,,,,,,
128898,jamal-blackman,3,-,,-,-,-,270',2,2
35583,daniel-pudil,,,,,,,,,
343052,nicolas-pepe,23,3,6,-,-,-,951',,
114365,luke-brattan,,,,,,,,,
471897,jimmy-kaparos,29,1,-,-,-,1,2.291',,
170646,ludwig-augustinsson,27,-,1,4,-,-,1.292',,
93081,nick-viergever,26,-,-,2,-,-,2.154',,
94939,uffe-bech,,,,,,,,,
228433,wendell,28,1,1,8,-,1,1.314',,
53669,matthias-ostrzolek,24,-,-,3,-,-,1.469',,
554395,vasilios-pavlidis,1,-,-,-,-,-,8',,
51176,marcel-risse,35,5,7,3,-,-,2.839',,
504153,joe-scally,33,1,2,5,-,-,2.129',,
317735,julius-kade,32,3,2,2,1,-,2.194',,
118492,hotaru-yamaguchi,45,2,5,1,-,-,3.708',,
327251,ridle-baku,41,5,5,5,-,-,2.953',,
342039,yannik-keitel,14,-,-,1,-,-,590',,
569349,frederik-winther,7,1,-,2,-,-,568',,
182579,karim-rekik,26,-,2,3,-,-,1.552',,
241307,finn-porath,27,3,2,3,-,-,1.657',,
119557,kenan-karaman,33,2,2,1,-,-,1.628',,
37287,tarik-elyounoussi,37,1,3,2,-,-,1.678',,
71905,coke,8,1,-,1,-,-,227',,
342141,young-jae-seo,16,-,1,1,-,-,1.114',,
160954,jannik-huth,35,-,,-,-,-,3.150',46,8
530157,cem-turkmen,28,1,-,5,-,-,1.042',,
646782,mamoudou-karamoko,28,7,2,-,-,-,1.642',,
265254,vasilije-janjicic,17,1,-,4,-,-,1.084',,
596186,dion-berisha,24,10,3,3,-,-,943',,
605893,lucas-ribeiro,20,1,-,3,1,-,1.128',,
362746,muhammed-kiprit,29,3,-,1,-,-,1.014',,
218299,jan-kliment,25,4,2,4,-,-,1.512',,
118397,alessandro-schopf,40,1,3,4,1,-,2.896',,
36207,fin-bartels,29,5,2,3,-,-,2.310',,
324861,julian-justvan,34,1,5,1,-,-,2.531',,
370789,julian-ryerson,36,3,-,3,-,-,1.645',,
45683,manuel-gulde,25,-,-,2,-,-,1.547',,
196836,devante-parker,,,,,,,,,
244930,hikmet-ciftci,22,1,1,5,-,-,1.351',,
337036,florent-muslija,30,8,2,1,-,-,1.795',,
14219,dario-kresic,,,,,,,,,
247380,arianit-ferati,16,-,-,1,-,-,899',,
374283,antony-evans,39,11,14,11,-,-,3.186',,
220793,douglas-santos,37,1,5,1,-,-,3.065',,
344598,dan-axel-zagadou,22,-,-,4,-,-,1.354',,
522248,jamie-lawrence,33,4,3,5,-,-,2.607',,
331575,birk-risa,34,-,1,5,-,-,2.741',,
168797,sven-muller,7,-,,-,-,-,630',10,2
278343,felix-uduokhai,15,-,-,1,-,-,919',,
69436,mateo-pavlovic,28,2,-,10,-,-,2.344',,
538996,tanguy-nianzou,22,1,1,6,-,-,874',,
615036,antonio-foti,19,17,6,2,-,-,1.556',,
192167,mohamed-drager,23,4,7,4,-,-,1.964',,
54137,caiuby,18,5,-,6,-,-,1.504',,
170530,sinan-kurt,,,,,,,,,
90489,santiago-garcia,18,-,2,4,1,-,1.587',,
34593,serdar-tasci,,,,,,,,,
112930,benito-raman,44,12,6,3,-,1,1.705',,
678088,luca-wollschlager,28,10,5,4,-,-,1.871',,
338629,sebastiaan-bornauw,31,1,1,4,-,-,2.197',,
275249,niklas-schmidt,26,2,6,2,-,-,1.339',,
124517,sebastian-kerk,34,11,5,2,-,-,2.602',,
1743,patrick-platins,,,,,,,,,
261406,seung-woo-ryu,30,2,-,2,-,-,1.851',,
32711,patrick-herrmann,26,-,6,1,-,-,864',,
48298,lars-stindl,29,5,5,11,-,-,1.884',,
1331,kevin-kuranyi,,,,,,,,,
157927,sebastian-stolze,33,3,3,3,-,-,1.431',,
455661,nick-woltemade,8,-,-,-,-,-,131',,
15045,niki-zimling,14,-,-,1,-,1,872',,
297583,woo-yeong-jeong,37,5,2,1,-,-,2.089',,
63022,jan-moravek,18,-,-,1,-,-,523',,
45662,alexander-esswein,26,2,-,4,-,-,1.303',,
606301,arne-schulz,19,-,,-,-,-,1.702',41,5
225657,philipp-lienhart,38,5,-,3,-,-,3.408',,
62915,alvaro-dominguez,,,,,,,,,
53400,dominick-drexler,24,3,7,5,-,-,1.805',,
282169,marin-sverko,25,-,-,1,-,-,1.086',,
443710,angelo-stiller,29,3,2,2,-,-,1.946',,
535551,bartosz-bialek,12,-,-,1,-,-,165',,
44466,sebastian-rode,28,1,-,3,-,-,1.201',,
441986,yann-aurel-bisseck,33,1,-,4,-,-,2.364',,
59082,heinz-lindner,50,-,,-,-,-,4.530',56,17
315256,mike-feigenspan,25,4,2,1,-,-,1.282',,
199633,raman-chibsah,13,-,-,1,-,-,630',,
363424,luca-mack,21,-,1,2,-,-,1.551',,
9354,sejad-salihovic,,,,,,,,,
65781,daniel-opare,14,-,-,1,-,-,937',,
216597,batuhan-altintas,25,3,-,5,-,-,1.003',,
119044,marcel-sobottka,24,-,4,5,-,-,1.840',,
327911,felipe-pires,43,2,5,9,-,-,2.737',,
314398,jae-sung-lee,30,4,3,4,-,-,1.626',,
37666,arturo-vidal,67,4,5,10,-,-,2.600',,
392163,noah-weisshaupt,24,3,3,1,-,-,1.121',,
467434,rocco-reitz,24,2,1,-,-,1,852',,
392710,lennard-maloney,29,1,-,7,-,2,2.201',,
55519,christoph-moritz,5,-,-,2,1,-,135',,
22837,leon-andreasen,,,,,,,,,
93604,lukas-kubler,33,2,-,5,-,-,2.735',,
278323,alexander-fuchs,8,-,-,2,-,-,309',,
606752,rodrigo-zalazar,32,7,7,5,-,-,2.237',,
126719,juan-bernat,16,-,-,2,-,-,974',,
52348,benjamin-hubner,6,1,-,2,-,-,393',,
160971,leopold-zingerle,-,-,,-,-,-,-,-,-
74856,reinhold-yabo,,,,,,,,,
170463,marcel-tisserand,27,-,-,4,1,-,2.051',,
435648,joshua-zirkzee,47,18,13,2,-,-,3.101',,
405687,tom-krauss,33.0,3,4,4,-,-,2.241',,
251309,dennis-geiger,22.0,2,2,7,-,-,1.551',,
184133,russell-canouse,18.0,1,1,4,-,-,1.194',,
564545,edmond-tapsoba,29.0,1,-,2,-,-,2.308',,
36284,simon-terodde,32.0,30,5,4,-,-,2.736',,
337083,erik-majetschak,17.0,-,1,1,-,-,724',,
50303,tim-matavz,28.0,4,-,2,-,1,1.708',,
118161,marius-muller,30.0,-,,2,-,-,2.730',51.0,6.0
249157,fredrik-jensen,16.0,2,4,-,-,-,655',,
334998,robin-kehr,1.0,-,-,-,-,-,8',,
36898,sascha-burchert,14.0,-,,-,-,-,1.260',28.0,3.0
580277,gianluca-schafer,6.0,2,2,-,-,-,281',,
490581,mathias-olesen,30.0,4,-,3,-,-,2.378',,
237162,matthias-bader,31.0,1,10,6,-,-,2.723',,
452222,moritz-romling,25.0,1,1,2,-,-,1.534',,
152963,florian-niederlechner,27.0,6,6,1,-,-,1.234',,
342967,jan-niklas-beste,28.0,5,6,7,-,-,2.199',,
124732,john-anthony-brooks,36.0,1,1,5,1,-,3.037',,
597004,joscha-wosz,19.0,1,3,5,-,-,838',,
19548,eugen-polanski,,,,,,,,,
10471,luiz-gustavo,28.0,1,1,4,-,-,1.964',,
156676,ioannis-gelios,14.0,-,,-,-,1,1.105',24.0,5.0
284346,phillip-menzel,30.0,-,,1,-,1,2.660',55.0,4.0
648909,fabio-blanco,21.0,6,1,2,-,-,1.307',,
18918,per-ciljan-skjelbred,21.0,-,2,-,-,-,624',,
574199,david-lelle,25.0,1,1,4,-,1,2.077',,
241457,derrick-luckassen,21.0,1,-,3,-,2,1.709',,
293281,jacob-bruun-larsen,28.0,5,2,1,-,-,943',,
270541,serhou-guirassy,48.0,12,3,1,-,-,1.553',,
288429,mads-pedersen,29.0,2,1,5,-,-,1.390',,
356141,daichi-kamada,46.0,9,4,-,-,-,3.341',,
111039,ishak-belfodil,30.0,6,3,2,-,-,1.914',,
405692,erkan-eyibil,14.0,2,1,1,-,1,519',,
20081,gelson-fernandes,,,,,,,,,
290551,vincent-koziello,17.0,-,-,4,1,-,420',,
284177,tim-handwerker,36.0,1,4,1,-,-,3.251',,
483046,josip-stanisic,17.0,1,1,1,-,-,773',,
154819,kwasi-wriedt,34.0,7,3,4,-,-,2.071',,
256866,carlos-salcedo,32.0,3,-,8,-,1,2.705',,
392717,lennart-moser,7.0,-,,-,-,-,606',7.0,2.0
451276,dominik-szoboszlai,45.0,10,9,2,-,-,2.123',,
127076,jerome-roussillon,33.0,1,-,7,-,-,2.228',,
263685,kazuki-nagasawa,8.0,-,-,1,-,-,309',,
126214,mathew-leckie,24.0,9,4,4,-,-,1.907',,
520468,iago,30.0,2,7,3,-,-,2.370',,
112935,mark-uth,33.0,5,9,4,-,-,2.295',,
336002,herdi-bukusu,7.0,-,-,-,-,-,318',,
28947,gonzalo-castro,12.0,1,1,-,-,-,431',,
216181,almamy-toure,18.0,1,-,2,-,-,1.095',,
82097,christoph-kramer,19.0,-,-,1,-,-,828',,
143121,melvyn-lorenzen,,,,,,,,,
51325,georg-margreitter,21.0,4,-,6,-,-,1.734',,
588747,tim-civeja,17.0,2,1,5,-,-,1.088',,
196826,christian-ortag,19.0,-,,-,-,-,1.710',7.0,13.0
315291,haji-wright,35.0,15,2,2,-,-,2.062',,
185699,tim-leibold,13.0,-,2,5,-,-,1.023',,
60028,edgar-prib,19.0,-,1,5,-,1,1.102',,
38440,christian-trasch,,,,,,,,,
36914,sebastian-boenisch,,,,,,,,,
748061,lasse-schulz,13.0,-,,-,-,-,1.170',35.0,1.0
329373,carlo-boukhalfa,33.0,4,-,5,-,1,2.014',,
388513,mateu-morey-bauza,,,,,,,,,
57598,klaus-gjasula,23.0,1,2,12,1,1,1.867',,
718232,abdoulaye-kamara,32.0,3,1,2,-,-,1.791',,
117482,cimo-rocker,25.0,-,1,3,-,-,2.095',,
296741,markus-schubert,29.0,-,,3,-,1,2.466',39.0,9.0
243856,cedric-itten,23.0,4,-,2,-,-,1.064',,
447896,ruwen-werthmuller,16.0,-,3,-,-,-,583',,
441238,yannick-brugger,16.0,-,-,2,-,-,1.175',,
659513,soumaila-coulibaly,13.0,-,-,2,-,-,954',,
392139,sebastian-muller,25.0,3,4,1,-,-,1.267',,
